symbol,day,scenario,bias,recipe,entry_time_utc,entry_price,stop,tp1,tp2,tp3,first_hit,R_multiple,start_value,end_value,total_return_amount,total_return_pct,max_drawdown_amount,max_drawdown_pct,daily_vol,return_risk_ratio,n_days
SPXUSD,2024-08-16,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-08-16 13:55:00+00:00,5516.827,5512.761,5527.827,5559.327,,tp1,3.9658140678801717,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-08-16,3,bullish,S3_NY: 5m retrace + 1m BOS,2024-08-16 13:55:00+00:00,5516.827,5512.761,5521.384,5559.327,,tp1,3.1735120511560546,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-08-21,2,bearish,S2_NY: 5m retrace + 1m BOS,2024-08-21 13:46:00+00:00,5608.433,5609.727,5607.431,5596.451,5594.57,tp1,0.38717156105120126,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-08-21,3,bearish,S3_NY: 5m retrace + 1m BOS,2024-08-21 13:46:00+00:00,5608.433,5609.727,5607.431,5596.451,5594.57,tp1,0.38717156105120126,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-08-22,2,bearish,S2_NY: 5m retrace + 1m BOS,2024-08-22 14:14:00+00:00,5632.19,5635.291,5624.707,5614.147,5609.173,stop,-1.0,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-08-23,2,bearish,S2_NY: 5m retrace + 1m BOS,2024-08-23 14:00:00+00:00,5608.134,5609.197,5601.634,5590.39,5579.016,stop,-1.0,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-08-23,3,bearish,S3_NY: 5m retrace + 1m BOS,2024-08-23 14:00:00+00:00,5608.134,5609.197,5605.634,5590.39,5579.016,stop,-1.0,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-08-27,3,bearish,S3_NY: 5m retrace + 1m BOS,2024-08-27 14:02:00+00:00,5600.887,5604.869,5598.646,,,tp1,0.28139126067302883,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-08-29,2,bearish,S2_NY: 5m retrace + 1m BOS,2024-08-29 14:04:00+00:00,5608.056,5612.299,5597.593,5576.411,5543.614,stop,-1.0,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-09-03,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-09-03 13:45:00+00:00,5621.882,5620.367,5622.927,5652.377,5655.567,stop,-1.0,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-09-05,2,bullish,S2_NY: 5m retrace + 1m BOS,2024-09-05 13:55:00+00:00,5512.153,5506.922,5522.377,5528.297,,tp1,1.748805199770355,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-09-10,2,bearish,S2_NY: 5m retrace + 1m BOS,2024-09-10 14:01:00+00:00,5487.546,5488.536,5483.282,5454.42,,stop,-1.0,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-09-12,2,bearish,S2_NY: 5m retrace + 1m BOS,2024-09-12 13:46:00+00:00,5563.8,5565.031,5557.041,5555.823,5548.293,stop,-1.0,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-09-12,3,bearish,S3_NY: 5m retrace + 1m BOS,2024-09-12 13:46:00+00:00,5563.8,5565.031,5557.041,5555.823,5548.293,stop,-1.0,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-09-13,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-09-13 13:40:00+00:00,5602.873,5608.126,5597.619999999999,5597.364,5593.367,stop,-1.0,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-09-13,2,bearish,S2_NY: 5m retrace + 1m BOS,2024-09-13 13:40:00+00:00,5602.873,5608.126,5597.619999999999,5597.364,5593.367,stop,-1.0,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-09-18,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-09-18 13:53:00+00:00,5642.86,5645.611,5636.466,5633.453,,tp1,1.1621228644127317,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-09-18,2,bearish,S2_NY: 5m retrace + 1m BOS,2024-09-18 13:53:00+00:00,5642.86,5645.611,5636.466,5633.453,,tp1,1.1621228644127317,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-09-26,3,bearish,S3_NY: 5m retrace + 1m BOS,2024-09-26 13:56:00+00:00,5768.804,5770.582,5765.757,5757.05,5723.604,stop,-1.0,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-09-30,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-09-30 13:42:00+00:00,5722.367,5721.62,5725.117,5740.879,5745.914,stop,-1.0,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
SPXUSD,2024-10-04,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-10-04 14:18:00+00:00,5748.061,5748.326,5715.314,5693.814,5691.561,stop,-1.0,10031.644736842107,11765.225994103275,1733.5812572611685,0.17281126901299015,4483.255265941845,-0.2961679116608422,0.025020155218223435,0.38667913255592345,727
