start_value,end_value,total_return_amount,total_return_pct,max_drawdown_amount,max_drawdown_pct,daily_vol,return_risk_ratio,n_days
10000.0,17406.307210640676,7406.307210640676,0.7406307210640677,1838.2012253514604,-0.108824341349954,0.009325102229190592,4.02910579565336,521
