symbol,day,scenario,bias,recipe,entry_time_utc,entry_price,stop,tp1,tp2,tp3
NSXUSD,2023-03-28,1,bullish,S1_NY_1mRetrace_or_5m+1m_on_news,2023-03-28 13:36:00+00:00,12643.789,12647.949,12643.789,12700.309,12705.639
SPXUSD,2023-04-05,1,bullish,S1_NY_1mRetrace_or_5m+1m_on_news,2023-04-05 13:36:00+00:00,4089.397,4089.217,4089.5769999999998,4102.156,4105.499
SPXUSD,2023-04-10,1,bullish,S1_NY_1mRetrace_or_5m+1m_on_news,2023-04-10 13:37:00+00:00,4082.177,4079.62,4084.7340000000004,4106.677,4112.132
NSXUSD,2023-04-12,1,bearish,S1_NY_1mRetrace_or_5m+1m_on_news,2023-04-12 13:35:00+00:00,13117.709,12950.497,13117.709,12960.859,12933.359
NSXUSD,2023-04-25,1,bullish,S1_NY_1mRetrace_or_5m+1m_on_news,2023-04-25 14:05:00+00:00,12913.709,12909.459,12917.959,12936.549,12970.207
SPXUSD,2023-04-27,1,bearish,S1_NY_1mRetrace_or_5m+1m_on_news,2023-04-27 14:04:00+00:00,4080.31,4079.804,4080.31,4069.221,4061.334
NSXUSD,2023-05-05,1,bearish,S1_NY_1mRetrace_or_5m+1m_on_news,2023-05-05 13:35:00+00:00,13039.239,13067.119,13011.358999999999,13012.039,13011.159
NSXUSD,2023-05-08,1,bearish,S1_NY_1mRetrace_or_5m+1m_on_news,2023-05-08 14:04:00+00:00,13231.809,13226.419,13231.809,13230.199,13230.199
SPXUSD,2023-05-10,1,bullish,S1_NY_1mRetrace_or_5m+1m_on_news,2023-05-10 13:42:00+00:00,4144.597,4132.152,4157.0419999999995,4157.0419999999995,4157.0419999999995
SPXUSD,2023-05-23,1,bullish,S1_NY_1mRetrace_or_5m+1m_on_news,2023-05-23 13:35:00+00:00,4183.744,4182.077,4185.410999999999,4198.563,4207.799
SPXUSD,2023-05-24,1,bullish,S1_NY_1mRetrace_or_5m+1m_on_news,2023-05-24 13:34:00+00:00,4129.89,4129.64,4130.14,4148.757,4154.027
NSXUSD,2023-05-26,1,bearish,S1_NY_1mRetrace_or_5m+1m_on_news,2023-05-26 13:36:00+00:00,13957.929,13984.687,13931.171,13906.069,13896.409
NSXUSD,2023-06-20,1,bullish,S1_NY_1mRetrace_or_5m+1m_on_news,2023-06-20 14:05:00+00:00,15061.729,15060.519,15062.938999999998,15062.179,15071.389
NSXUSD,2023-06-22,1,bullish,S1_NY_1mRetrace_or_5m+1m_on_news,2023-06-22 14:05:00+00:00,14821.989,14819.079,14824.899,14839.639,14876.609
