symbol,day,scenario,bias,recipe,entry_time_utc,entry_price,stop,tp1,tp2,tp3,first_hit,R_multiple
SPXUSD,2024-11-18,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-11-18 14:55:00+00:00,5868.527,5865.961,5879.482,5882.229,5889.211,stop,-1.0
SPXUSD,2024-11-20,3,bullish,S3_NY: 5m retrace + 1m BOS,2024-11-20 14:52:00+00:00,5896.67,5891.731,5913.766,5934.409,,stop,-1.0
SPXUSD,2024-11-21,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-11-21 14:52:00+00:00,5917.649,5926.843,5897.292,5883.297,,tp1,1.107080704807541
SPXUSD,2024-11-25,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-11-25 14:46:00+00:00,6015.667,6020.682,6000.417,5990.861,5988.876,tp1,4.092572283151057
SPXUSD,2024-12-03,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-12-03 15:00:00+00:00,6044.969,6040.397,6047.526,6052.736,,stop,-1.0
SPXUSD,2024-12-06,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-12-06 14:53:00+00:00,6097.261,6098.327,6081.887,6065.631,,stop,-1.0
SPXUSD,2024-12-09,2,bullish,S2_NY: 5m retrace + 1m BOS,2024-12-09 14:54:00+00:00,6082.62,6081.364,6087.226,6094.232,,stop,-1.0
SPXUSD,2024-12-12,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-12-12 14:51:00+00:00,6068.956,6067.254,6075.244,6078.322,6078.804,stop,-1.0
SPXUSD,2024-12-13,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-12-13 14:52:00+00:00,6073.551,6077.819,6064.804,6060.989,6052.182,tp1,3.0122422680413337
SPXUSD,2024-12-19,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-12-19 14:43:00+00:00,5922.981,5933.923,5904.1,5882.931,5865.481,tp1,3.0915737525132263
SPXUSD,2024-12-27,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-12-27 14:51:00+00:00,5997.89,5985.111,5999.126,6023.382,6039.879,stop,-1.0
SPXUSD,2024-12-30,3,bullish,S3_NY: 5m retrace + 1m BOS,2024-12-30 14:55:00+00:00,5885.893,5879.77,5896.282,5962.177,5973.24,stop,-1.0
