symbol,day,scenario,bias,recipe,entry_time_utc,entry_price,stop,tp1,tp2,tp3
NSXUSD,2023-01-04,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-01-04 14:56:00+00:00,10893.789,10963.379,10789.404,,
NSXUSD,2023-01-05,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-01-05 14:51:00+00:00,10767.259,10730.239,10839.799,10960.077,
NSXUSD,2023-01-10,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-01-10 14:53:00+00:00,11140.529,11064.729,11254.229000000003,,
SPXUSD,2023-01-11,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-01-11 14:53:00+00:00,3936.738,3945.068,3924.2429999999995,3913.862,3913.04
NSXUSD,2023-01-25,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-01-25 14:47:00+00:00,11635.599,11623.279,11662.809,11795.089,
SPXUSD,2023-01-26,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-01-26 14:47:00+00:00,4036.538,4052.306,4012.886,,
NSXUSD,2023-01-27,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-01-27 15:00:00+00:00,12057.589,12089.289,11975.249,11961.759,11959.009
SPXUSD,2023-02-01,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-02-01 14:44:00+00:00,4064.659,4067.536,4060.089,4057.468,
NSXUSD,2023-02-02,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-02-02 14:43:00+00:00,12660.139,12674.299,12617.529,12465.089,12448.719
SPXUSD,2023-02-08,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-02-08 14:58:00+00:00,4150.633,4149.07,4155.638,4163.625,4168.053
SPXUSD,2023-02-09,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-02-09 15:23:00+00:00,4146.385,4150.729,4139.869000000001,4134.726,4122.208
NSXUSD,2023-02-13,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-02-13 14:42:00+00:00,12351.789,12353.097,12310.509,12271.739,12222.989
NSXUSD,2023-02-14,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-02-14 14:41:00+00:00,12460.399,12395.209,12558.183999999997,12641.209,
NSXUSD,2023-02-15,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-02-15 14:46:00+00:00,12557.799,12517.599,12618.099000000002,,
NSXUSD,2023-02-16,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-02-16 14:40:00+00:00,12512.109,12452.889,12600.939000000002,12738.807,12747.719
NSXUSD,2023-02-17,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-02-17 14:42:00+00:00,12332.119,12323.769,12382.899,,
SPXUSD,2023-02-21,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-02-21 14:41:00+00:00,4044.967,4038.961,4053.9760000000006,4060.961,4068.527
NSXUSD,2023-02-22,3,bearish,S3_NY: 5m retrace + 1m BOS,2023-02-22 15:29:00+00:00,12029.029,12051.209,11995.759,,
NSXUSD,2023-03-28,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-03-28 13:46:00+00:00,12641.789,12634.929,12672.999,12711.089,
NSXUSD,2023-04-14,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-04-14 14:10:00+00:00,13027.989,13010.869,13053.668999999998,13112.099,
NSXUSD,2023-04-24,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-04-24 14:16:00+00:00,12994.039,13007.589,12973.714000000002,12925.629,
SPXUSD,2023-04-27,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-04-27 14:17:00+00:00,4078.001,4080.8,4073.8025000000002,4067.241,4060.96
NSXUSD,2023-05-01,3,bearish,S3_NY: 5m retrace + 1m BOS,2023-05-01 14:25:00+00:00,13216.079,13225.509,13201.934,,
SPXUSD,2023-05-03,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-05-03 14:25:00+00:00,4126.753,4127.962,4121.723,,
NSXUSD,2023-05-19,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-05-19 13:40:00+00:00,13845.419,13838.509,13855.784,13876.969,13904.989
SPXUSD,2023-05-31,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-05-31 13:49:00+00:00,4186.449,4186.442,4188.237,4198.999,4207.927
SPXUSD,2023-06-06,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-06-06 14:12:00+00:00,4272.293,4270.774,4276.352,4278.137,
