symbol,day,scenario,bias,recipe,entry_time_utc,entry_price,stop,tp1,tp2,tp3,pnl_R,exit_time_utc,exit_price,exit_reason
NSXUSD,2024-04-01,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-04-01 13:39:00+00:00,18288.865,18285.358,18292.389,18382.787,18388.198,0.50242,2024-04-01 14:01:00+00:00,18288.865,breakeven_after_tp1
NSXUSD,2024-04-02,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-04-02 13:44:00+00:00,18143.975,18143.725,18204.899,18297.975,,-1.0,2024-04-02 13:45:00+00:00,18143.725,stop_before_tp1
NSXUSD,2024-04-03,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-04-03 13:39:00+00:00,18072.798,18063.536,18114.498,,18129.543,-1.0,2024-04-03 13:42:00+00:00,18063.536,stop_before_tp1
SPXUSD,2024-04-05,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-04-05 13:39:00+00:00,5162.267,5168.197,5151.273,,5146.421,-1.0,2024-04-05 13:42:00+00:00,5168.197,stop_before_tp1
SPXUSD,2024-04-09,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-04-09 13:39:00+00:00,5216.387,5216.637,5213.859,5197.297,,-1.0,2024-04-09 13:40:00+00:00,5216.637,stop_before_tp1
NSXUSD,2024-04-12,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-04-12 13:44:00+00:00,18140.431,18140.181,18248.132,18320.975,,-1.0,2024-04-12 13:45:00+00:00,18140.181,stop_before_tp1
SPXUSD,2024-04-15,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-04-15 13:39:00+00:00,5160.814,5161.064,5146.361,5143.629,5126.373,-1.0,2024-04-15 13:40:00+00:00,5161.064,stop_before_tp1
SPXUSD,2024-04-23,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-04-23 13:39:00+00:00,5028.612,5028.862,5020.891,5006.434,5002.827,-1.0,2024-04-23 13:40:00+00:00,5028.862,stop_before_tp1
NSXUSD,2024-04-26,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-04-26 13:39:00+00:00,17628.531,17596.258,17688.498,,,-1.0,2024-04-26 13:40:00+00:00,17596.258,stop_before_tp1
NSXUSD,2024-04-30,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-04-30 13:39:00+00:00,17681.575,17681.325,17770.875,17783.321,17791.219,-1.0,2024-04-30 13:40:00+00:00,17681.325,stop_before_tp1
SPXUSD,2024-05-02,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-05-02 13:39:00+00:00,5054.927,5055.177,5046.382,5040.123,5030.376,-1.0,2024-05-02 13:40:00+00:00,5055.177,stop_before_tp1
SPXUSD,2024-05-03,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-05-03 13:39:00+00:00,5123.326,5123.576,5081.031,5072.894,,-1.0,2024-05-03 13:40:00+00:00,5123.576,stop_before_tp1
NSXUSD,2024-05-08,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-05-08 13:44:00+00:00,17981.32,17981.07,17996.454,18105.776,,-1.0,2024-05-08 13:45:00+00:00,17981.07,stop_before_tp1
SPXUSD,2024-05-14,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-05-14 13:39:00+00:00,5215.974,5225.091,5199.537,,,-1.0,2024-05-14 14:14:00+00:00,5225.091,stop_before_tp1
SPXUSD,2024-05-24,2,bearish,S2_NY: retrace-allowed (bos_path),2024-05-24 13:45:00+00:00,5285.617,5287.601,5277.779,5269.836,5268.96,-1.0,2024-05-24 14:29:00+00:00,5287.601,stop_before_tp1
NSXUSD,2024-05-29,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-05-29 13:44:00+00:00,18714.919,18714.669,18767.475,18817.897,18879.189,-1.0,2024-05-29 13:45:00+00:00,18714.669,stop_before_tp1
SPXUSD,2024-05-31,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-05-31 13:39:00+00:00,5252.62,5252.87,5233.867,5216.373,,-1.0,2024-05-31 13:40:00+00:00,5252.87,stop_before_tp1
SPXUSD,2024-06-06,1,bullish,S1_NY: BOS-path only,2024-06-06 13:45:00+00:00,5352.583,5349.084,5358.81,,5359.967,1.4174,2024-06-06 14:58:00+00:00,5352.583,breakeven_after_tp1
NSXUSD,2024-06-07,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-06-07 13:39:00+00:00,18963.999,18963.749,19096.686,,,-1.0,2024-06-07 13:40:00+00:00,18963.749,stop_before_tp1
NSXUSD,2024-06-10,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-06-10 13:44:00+00:00,18978.721,18950.724,19002.376,,19016.498,-1.0,2024-06-10 14:18:00+00:00,18950.724,stop_before_tp1
SPXUSD,2024-06-12,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-06-12 13:39:00+00:00,5416.841,5417.091,5381.43,5377.286,5372.106,-1.0,2024-06-12 13:40:00+00:00,5417.091,stop_before_tp1
NSXUSD,2024-06-13,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-06-13 13:39:00+00:00,19608.376,19611.049,5429.801,,,-1.0,2024-06-13 13:41:00+00:00,19611.049,stop_before_tp1
NSXUSD,2024-06-14,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-06-14 13:39:00+00:00,19541.876,19527.493,19552.497,19630.943,,0.36922,2024-06-14 14:31:00+00:00,19541.876,breakeven_after_tp1
NSXUSD,2024-06-24,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-06-24 13:44:00+00:00,19658.153,19656.593,19694.589,19751.889,,-1.0,2024-06-24 13:50:00+00:00,19656.593,stop_before_tp1
SPXUSD,2024-06-27,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-06-27 13:39:00+00:00,5477.057,5477.307,5468.517,5464.783,5452.599,-1.0,2024-06-27 13:40:00+00:00,5477.307,stop_before_tp1
NSXUSD,2024-07-03,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-07-03 13:44:00+00:00,19969.221,19968.971,20021.999,20037.975,,-1.0,2024-07-03 13:45:00+00:00,19968.971,stop_before_tp1
SPXUSD,2024-07-05,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-07-05 13:39:00+00:00,5538.62,5540.864,5533.617,,5531.381,-1.0,2024-07-05 13:41:00+00:00,5540.864,stop_before_tp1
SPXUSD,2024-07-12,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-07-12 13:39:00+00:00,5585.114,5593.361,5570.496,,,-1.0,2024-07-12 13:49:00+00:00,5593.361,stop_before_tp1
NSXUSD,2024-07-17,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-07-17 13:44:00+00:00,20089.787,20089.537,20114.608,20303.842,20389.831,-1.0,2024-07-17 13:45:00+00:00,20089.537,stop_before_tp1
NSXUSD,2024-07-24,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-07-24 13:44:00+00:00,19454.243,19453.993,19477.643,19593.354,19670.797,-1.0,2024-07-24 13:45:00+00:00,19453.993,stop_before_tp1
NSXUSD,2024-07-25,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-07-25 13:39:00+00:00,19045.889,18999.392,19058.298,19098.332,19136.632,0.13344,2024-07-25 13:42:00+00:00,19045.889,breakeven_after_tp1
SPXUSD,2024-07-26,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-07-26 13:39:00+00:00,5445.751,5446.889,5441.272,5420.504,5406.586,-1.0,2024-07-26 13:40:00+00:00,5446.889,stop_before_tp1
SPXUSD,2024-07-31,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-07-31 13:39:00+00:00,5496.937,5497.187,5494.069,5470.694,5415.592,-1.0,2024-07-31 13:40:00+00:00,5497.187,stop_before_tp1
NSXUSD,2024-08-02,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-08-02 13:44:00+00:00,18418.075,18417.825,18616.619,18632.664,18830.609,-1.0,2024-08-02 13:45:00+00:00,18417.825,stop_before_tp1
NSXUSD,2024-08-05,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-08-05 13:39:00+00:00,17370.776,17319.093,17421.342,17859.831,18263.62,0.48919,2024-08-05 13:44:00+00:00,17370.776,breakeven_after_tp1
SPXUSD,2024-08-07,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-08-07 13:39:00+00:00,5299.443,5299.693,5289.452,5254.199,5210.032,-1.0,2024-08-07 13:40:00+00:00,5299.693,stop_before_tp1
SPXUSD,2024-08-13,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-08-13 13:39:00+00:00,5378.399,5378.649,5363.55,5347.826,5343.302,-1.0,2024-08-13 13:40:00+00:00,5378.649,stop_before_tp1
NSXUSD,2024-08-14,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-08-14 13:39:00+00:00,19023.654,18982.86,19062.353,,,0.47432,2024-08-14 14:33:00+00:00,19023.654,breakeven_after_tp1
SPXUSD,2024-08-15,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-08-15 13:39:00+00:00,5494.537,5494.787,5461.2,5450.581,5448.602,-1.0,2024-08-15 13:40:00+00:00,5494.787,stop_before_tp1
NSXUSD,2024-08-16,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-08-16 13:44:00+00:00,19367.765,19367.515,19414.642,19579.531,,-1.0,2024-08-16 13:45:00+00:00,19367.515,stop_before_tp1
NSXUSD,2024-08-22,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-08-22 13:39:00+00:00,19865.032,19877.214,5624.707,,,-1.0,2024-08-22 13:41:00+00:00,19877.214,stop_before_tp1
SPXUSD,2024-08-29,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-08-29 13:39:00+00:00,5609.794,5610.044,5606.827,5577.796,5550.602,-1.0,2024-08-29 13:40:00+00:00,5610.044,stop_before_tp1
SPXUSD,2024-09-03,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-09-03 13:44:00+00:00,5621.111,5619.064,19472.576,,,-1.0,2024-09-03 13:55:00+00:00,5619.064,stop_before_tp1
SPXUSD,2024-09-09,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-09-09 13:39:00+00:00,5443.379,5445.382,5438.114,5429.376,5399.231,-1.0,2024-09-09 13:53:00+00:00,5445.382,stop_before_tp1
SPXUSD,2024-09-12,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-09-12 13:44:00+00:00,5564.793,5569.642,5557.041,,5549.013,1.61291,2024-09-12 15:17:00+00:00,5564.793,breakeven_after_tp1
NSXUSD,2024-09-16,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-09-16 13:39:00+00:00,19429.187,19417.836,19431.699,19522.72,19522.775,-1.0,2024-09-16 13:41:00+00:00,19417.836,stop_before_tp1
NSXUSD,2024-09-17,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-09-17 13:39:00+00:00,19536.054,19536.304,5651.77,,,-1.0,2024-09-17 13:40:00+00:00,19536.304,stop_before_tp1
NSXUSD,2024-09-30,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-09-30 13:39:00+00:00,19941.054,19936.904,19952.121,20022.619,20061.998,-1.0,2024-09-30 13:40:00+00:00,19936.904,stop_before_tp1
NSXUSD,2024-10-01,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-10-01 13:39:00+00:00,20049.01,20007.193,20112.689,,20116.465,-1.0,2024-10-01 14:32:00+00:00,20007.193,stop_before_tp1
NSXUSD,2024-10-03,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-10-03 13:44:00+00:00,19751.199,19709.403,19790.843,,19863.676,-1.0,2024-10-03 14:00:00+00:00,19709.403,stop_before_tp1
SPXUSD,2024-10-04,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-10-04 13:39:00+00:00,5737.823,5738.073,5715.314,5695.832,5692.564,-1.0,2024-10-04 13:40:00+00:00,5738.073,stop_before_tp1
SPXUSD,2024-10-07,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-10-07 13:39:00+00:00,5729.877,5722.19,19939.819,,,-1.0,2024-10-07 17:10:00+00:00,5722.19,stop_before_tp1
NSXUSD,2024-10-10,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-10-10 13:39:00+00:00,20168.597,20168.347,20274.298,,20280.353,-1.0,2024-10-10 13:40:00+00:00,20168.347,stop_before_tp1
SPXUSD,2024-10-17,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-10-17 13:39:00+00:00,5873.71,5873.96,5866.519,5835.39,5827.77,-1.0,2024-10-17 13:40:00+00:00,5873.96,stop_before_tp1
NSXUSD,2024-10-22,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-10-22 13:44:00+00:00,20217.443,20217.193,20285.253,20327.319,20381.797,-1.0,2024-10-22 13:45:00+00:00,20217.193,stop_before_tp1
NSXUSD,2024-10-23,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-10-23 13:44:00+00:00,20297.253,20297.003,20335.989,20376.02,,-1.0,2024-10-23 13:45:00+00:00,20297.003,stop_before_tp1
SPXUSD,2024-10-24,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-10-24 13:39:00+00:00,5827.127,5827.377,5824.897,5809.416,5800.05,4.46,2024-10-24 13:43:00+00:00,5827.127,breakeven_after_tp1
NSXUSD,2024-10-28,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-10-28 14:39:00+00:00,20451.831,20429.682,20467.532,20527.976,,0.35444,2024-10-28 14:46:00+00:00,20451.831,breakeven_after_tp1
SPXUSD,2024-10-29,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-10-29 14:39:00+00:00,5831.393,5835.217,5821.309,5803.616,,-1.0,2024-10-29 16:00:00+00:00,5835.217,stop_before_tp1
NSXUSD,2024-11-04,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-11-04 14:44:00+00:00,19992.642,19992.392,20058.899,20090.498,20125.476,-1.0,2024-11-04 14:45:00+00:00,19992.392,stop_before_tp1
SPXUSD,2024-11-05,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-11-05 14:39:00+00:00,5742.197,5742.447,5719.222,5715.989,5706.232,-1.0,2024-11-05 14:40:00+00:00,5742.447,stop_before_tp1
NSXUSD,2024-11-11,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-11-11 15:09:00+00:00,21074.187,21196.836,6003.877,,,0.0,2024-11-11 21:00:00+00:00,21074.187,timeout
SPXUSD,2024-11-12,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-11-12 14:39:00+00:00,6006.313,5989.816,21133.309,,,-1.0,2024-11-12 15:54:00+00:00,5989.816,stop_before_tp1
NSXUSD,2024-11-13,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-11-13 14:44:00+00:00,21070.476,21077.892,5985.887,,,-1.0,2024-11-13 17:08:00+00:00,21077.892,stop_before_tp1
NSXUSD,2024-11-15,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-11-15 14:44:00+00:00,20596.475,20596.225,20669.597,20756.487,20849.064,-1.0,2024-11-15 14:45:00+00:00,20596.225,stop_before_tp1
NSXUSD,2024-11-18,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-11-18 14:39:00+00:00,20473.189,20445.682,20492.309,20547.798,20558.319,-1.0,2024-11-18 14:44:00+00:00,20445.682,stop_before_tp1
NSXUSD,2024-11-19,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-11-19 14:39:00+00:00,20462.075,20406.337,20462.289,20590.297,20594.843,0.00192,2024-11-19 14:47:00+00:00,20462.075,breakeven_after_tp1
NSXUSD,2024-11-20,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-11-20 14:44:00+00:00,20566.731,20566.481,20666.919,20743.354,20749.187,-1.0,2024-11-20 14:45:00+00:00,20566.481,stop_before_tp1
SPXUSD,2024-11-25,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-11-25 14:39:00+00:00,6018.917,6019.167,6000.417,5992.12,5989.367,-1.0,2024-11-25 14:40:00+00:00,6019.167,stop_before_tp1
SPXUSD,2024-11-26,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-11-26 14:39:00+00:00,6000.107,6001.447,5998.007,5979.654,5959.412,0.78358,2024-11-26 14:42:00+00:00,6000.107,breakeven_after_tp1
NSXUSD,2024-11-27,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-11-27 14:44:00+00:00,20809.498,20809.248,20895.92,,20940.889,-1.0,2024-11-27 14:45:00+00:00,20809.248,stop_before_tp1
SPXUSD,2024-11-29,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-11-29 14:39:00+00:00,6013.967,6020.211,6004.211,,6003.723,-1.0,2024-11-29 15:03:00+00:00,6020.211,stop_before_tp1
NSXUSD,2024-11-29,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-11-29 14:39:00+00:00,20806.743,20758.847,20814.642,20848.409,20876.721,0.08246,2024-11-29 14:48:00+00:00,20806.743,breakeven_after_tp1
SPXUSD,2024-12-02,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-12-02 14:39:00+00:00,6039.279,6039.529,6037.511,6022.27,6019.787,-1.0,2024-12-02 14:40:00+00:00,6039.529,stop_before_tp1
SPXUSD,2024-12-06,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-12-06 14:39:00+00:00,6091.577,6091.827,6082.261,6068.523,,-1.0,2024-12-06 14:40:00+00:00,6091.827,stop_before_tp1
NSXUSD,2024-12-09,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-12-09 14:39:00+00:00,21568.454,21568.204,21599.265,21660.319,,-1.0,2024-12-09 14:40:00+00:00,21568.204,stop_before_tp1
SPXUSD,2024-12-12,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-12-12 14:39:00+00:00,6069.009,6068.759,21662.309,,,-1.0,2024-12-12 14:40:00+00:00,6068.759,stop_before_tp1
SPXUSD,2024-12-16,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-12-16 14:39:00+00:00,6068.12,6068.37,6064.87,6052.752,6049.052,-1.0,2024-12-16 14:40:00+00:00,6068.37,stop_before_tp1
NSXUSD,2024-12-17,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-12-17 14:39:00+00:00,21991.553,21991.303,22046.789,22096.397,22104.586,-1.0,2024-12-17 14:40:00+00:00,21991.303,stop_before_tp1
NSXUSD,2024-12-18,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-12-18 14:39:00+00:00,21930.254,21959.96,6039.897,,,-1.0,2024-12-18 14:54:00+00:00,21959.96,stop_before_tp1
NSXUSD,2024-12-18,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-12-18 14:39:00+00:00,21930.254,21930.004,21980.554,22064.186,,-1.0,2024-12-18 14:40:00+00:00,21930.004,stop_before_tp1
SPXUSD,2024-12-19,2,bearish,S2_NY: retrace-allowed (retrace_path),2024-12-19 14:39:00+00:00,5922.489,5922.739,5910.511,5884.921,5866.22,-1.0,2024-12-19 14:40:00+00:00,5922.739,stop_before_tp1
NSXUSD,2024-12-23,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-12-23 14:39:00+00:00,21390.843,21322.739,21405.71,21435.986,21467.41,-1.0,2024-12-23 14:46:00+00:00,21322.739,stop_before_tp1
SPXUSD,2024-12-26,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-12-26 14:39:00+00:00,6020.376,6012.361,21763.52,,,-1.0,2024-12-26 14:53:00+00:00,6012.361,stop_before_tp1
NSXUSD,2024-12-27,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-12-27 14:44:00+00:00,21454.121,21453.871,21633.52,21724.899,21774.854,-1.0,2024-12-27 14:45:00+00:00,21453.871,stop_before_tp1
NSXUSD,2024-12-30,2,bullish,S2_NY: retrace-allowed (retrace_path),2024-12-30 14:39:00+00:00,21143.787,21143.537,21194.943,21446.687,21500.308,-1.0,2024-12-30 14:40:00+00:00,21143.537,stop_before_tp1
