symbol,day,scenario,bias,recipe,entry_time_utc,entry_price,stop,tp1,tp2,tp3
SPXUSD,2023-01-19,2,bullish,S2_NY: BOS-path only,2023-01-19 14:57:00+00:00,3907.478,3907.228,11379.649,,
NSXUSD,2023-04-20,2,bullish,S2_NY: BOS-path only,2023-04-20 13:46:00+00:00,12968.239,12960.349,12977.129,13039.319,13067.909
SPXUSD,2023-05-30,2,bearish,S2_NY: BOS-path only,2023-05-30 13:41:00+00:00,4229.226,4230.777,4226.711,4214.717,4212.732
SPXUSD,2023-08-07,2,bearish,S2_NY: BOS-path only,2023-08-07 13:44:00+00:00,4493.12,4494.87,4485.611,,4481.734
SPXUSD,2023-08-28,2,bearish,S2_NY: BOS-path only,2023-08-28 13:47:00+00:00,4423.676,4426.727,4422.667,4408.182,4406.161
SPXUSD,2024-03-27,2,bearish,S2_NY: BOS-path only,2024-03-27 14:43:00+00:00,5217.861,5222.427,5217.111,,
SPXUSD,2024-04-16,2,bearish,S2_NY: BOS-path only,2024-04-16 13:56:00+00:00,5070.752,5077.882,5061.614,5048.62,5042.337
