symbol,day,scenario,bias,recipe,entry_time_utc,entry_price,stop,tp1,tp2,tp3,pnl_R,exit_time_utc,exit_price,exit_reason
NSXUSD,2023-01-23,1,bearish,S1_NY: 5m retrace → retrace_path,2023-01-23 14:44:00+00:00,11674.089,11674.339,11609.279,11596.899,11592.099,-1.0,2023-01-23 14:45:00+00:00,11674.339,stop_before_tp1
NSXUSD,2023-01-26,1,bearish,S1_NY: 5m retrace → retrace_path,2023-01-26 15:19:00+00:00,11966.109,11966.359,11889.629,11862.779,11825.899,-1.0,2023-01-26 15:20:00+00:00,11966.359,stop_before_tp1
SPXUSD,2023-01-26,2,bearish,S2_NY: 5m retrace → retrace_path,2023-01-26 15:24:00+00:00,4043.762,4044.912,4020.225,,4016.299,16.2037,2023-01-26 18:39:00+00:00,4043.762,breakeven_after_tp1
NSXUSD,2023-01-27,1,bearish,S1_NY: 5m retrace → retrace_path,2023-01-27 14:44:00+00:00,12038.599,12038.849,11975.249,11969.909,11965.379,-1.0,2023-01-27 14:45:00+00:00,12038.849,stop_before_tp1
SPXUSD,2023-01-27,2,bearish,S2_NY: 5m retrace → retrace_path,2023-01-27 14:44:00+00:00,4055.622,4055.872,4043.743,,,-1.0,2023-01-27 14:45:00+00:00,4055.872,stop_before_tp1
SPXUSD,2023-01-31,2,bearish,S2_NY: 5m retrace → retrace_path,2023-01-31 14:49:00+00:00,4032.21,4032.46,4020.67,3997.015,,-1.0,2023-01-31 14:50:00+00:00,4032.46,stop_before_tp1
NSXUSD,2023-02-01,1,bearish,S1_NY: 5m retrace → retrace_path,2023-02-01 14:54:00+00:00,12095.109,12095.359,12048.249,,12033.999,-1.0,2023-02-01 14:55:00+00:00,12095.359,stop_before_tp1
NSXUSD,2023-02-01,2,bearish,S2_NY: 5m retrace → retrace_path,2023-02-01 14:54:00+00:00,12095.109,12095.359,12048.249,,12033.999,-1.0,2023-02-01 14:55:00+00:00,12095.359,stop_before_tp1
SPXUSD,2023-02-02,1,bullish,S1_NY: 5m retrace → retrace_path,2023-02-02 14:44:00+00:00,4148.966,4148.716,4161.526,,,-1.0,2023-02-02 14:45:00+00:00,4148.716,stop_before_tp1
SPXUSD,2023-02-06,1,bullish,S1_NY: 5m retrace → retrace_path,2023-02-06 14:44:00+00:00,4107.278,4107.028,4120.022,4120.031,4128.139,-1.0,2023-02-06 14:45:00+00:00,4107.028,stop_before_tp1
NSXUSD,2023-02-07,1,bearish,S1_NY: 5m retrace → retrace_path,2023-02-07 14:44:00+00:00,12486.759,12487.009,12442.369,,,-1.0,2023-02-07 14:45:00+00:00,12487.009,stop_before_tp1
NSXUSD,2023-02-09,1,bearish,S1_NY: 5m retrace → retrace_path,2023-02-09 15:24:00+00:00,12623.239,12663.019,12588.349,,12522.079,1.07428,2023-02-09 21:00:00+00:00,12623.239,timeout
NSXUSD,2023-02-13,1,bearish,S1_NY: 5m retrace → retrace_path,2023-02-13 14:44:00+00:00,12370.549,12370.799,12310.509,12283.769,12231.599,-1.0,2023-02-13 14:45:00+00:00,12370.799,stop_before_tp1
SPXUSD,2023-02-13,2,bearish,S2_NY: 5m retrace → retrace_path,2023-02-13 14:44:00+00:00,4101.275,4101.525,4091.522,4083.028,4071.139,-1.0,2023-02-13 14:45:00+00:00,4101.525,stop_before_tp1
SPXUSD,2023-02-17,1,bullish,S1_NY: 5m retrace → retrace_path,2023-02-17 14:44:00+00:00,4060.696,4060.371,4074.176,,4083.218,-1.0,2023-02-17 14:45:00+00:00,4060.371,stop_before_tp1
NSXUSD,2023-02-21,1,bearish,S1_NY: 5m retrace → retrace_path,2023-02-21 14:44:00+00:00,12248.579,12248.829,12186.709,,,-1.0,2023-02-21 14:45:00+00:00,12248.829,stop_before_tp1
NSXUSD,2023-02-23,1,bearish,S1_NY: 5m retrace → retrace_path,2023-02-23 15:44:00+00:00,12137.699,12180.247,12124.219,,,0.15841,2023-02-23 19:15:00+00:00,12137.699,breakeven_after_tp1
SPXUSD,2023-02-23,2,bearish,S2_NY: 5m retrace → retrace_path,2023-02-23 15:44:00+00:00,4009.171,4012.431,4007.452,4005.702,4002.927,1.00851,2023-02-23 15:47:00+00:00,4001.202,all_tps_hit
NSXUSD,2023-02-27,1,bearish,S1_NY: 5m retrace → retrace_path,2023-02-27 14:59:00+00:00,12122.199,12122.449,12081.509,12028.899,11984.967,81.38,2023-02-27 20:59:00+00:00,12122.199,timeout
NSXUSD,2023-02-28,1,bearish,S1_NY: 5m retrace → retrace_path,2023-02-28 17:14:00+00:00,12087.309,12101.057,12048.229,12017.897,,-1.0,2023-02-28 17:21:00+00:00,12101.057,stop_before_tp1
NSXUSD,2023-03-03,1,bearish,S1_NY: 5m retrace → retrace_path,2023-03-03 15:09:00+00:00,12127.019,12127.269,12060.529,12025.909,11995.589,-1.0,2023-03-03 15:10:00+00:00,12127.269,stop_before_tp1
SPXUSD,2023-03-03,2,bearish,S2_NY: 5m retrace → retrace_path,2023-03-03 15:09:00+00:00,3997.224,4000.241,3994.233,3978.021,3970.909,-1.0,2023-03-03 15:11:00+00:00,4000.241,stop_before_tp1
NSXUSD,2023-03-06,1,bearish,S1_NY: 5m retrace → retrace_path,2023-03-06 17:14:00+00:00,12444.517,12444.767,12340.059,12286.579,12271.589,-1.0,2023-03-06 17:15:00+00:00,12444.767,stop_before_tp1
SPXUSD,2023-03-06,2,bearish,S2_NY: 5m retrace → retrace_path,2023-03-06 14:44:00+00:00,4059.914,4060.164,4050.914,4043.293,4040.411,-1.0,2023-03-06 14:45:00+00:00,4060.164,stop_before_tp1
NSXUSD,2023-03-08,1,bearish,S1_NY: 5m retrace → retrace_path,2023-03-08 16:04:00+00:00,12185.619,12185.869,12140.289,,12133.999,-1.0,2023-03-08 16:05:00+00:00,12185.869,stop_before_tp1
SPXUSD,2023-03-08,2,bearish,S2_NY: 5m retrace → retrace_path,2023-03-08 15:19:00+00:00,3982.697,3991.762,3971.953,,,-1.0,2023-03-08 15:23:00+00:00,3991.762,stop_before_tp1
SPXUSD,2023-03-09,2,bearish,S2_NY: 5m retrace → retrace_path,2023-03-09 14:44:00+00:00,4005.077,4005.327,3995.629,3977.317,,-1.0,2023-03-09 14:45:00+00:00,4005.327,stop_before_tp1
NSXUSD,2023-03-10,1,bearish,S1_NY: 5m retrace → retrace_path,2023-03-10 16:04:00+00:00,11982.709,12003.057,11855.179,,,-1.0,2023-03-10 16:09:00+00:00,12003.057,stop_before_tp1
NSXUSD,2023-03-14,1,bearish,S1_NY: 5m retrace → retrace_path,2023-03-14 14:49:00+00:00,12182.809,12183.059,12159.859,11949.989,11934.599,-1.0,2023-03-14 14:50:00+00:00,12183.059,stop_before_tp1
SPXUSD,2023-03-14,2,bearish,S2_NY: 5m retrace → retrace_path,2023-03-14 15:14:00+00:00,3932.331,3932.581,3880.013,3864.832,3860.402,-1.0,2023-03-14 15:15:00+00:00,3932.581,stop_before_tp1
SPXUSD,2023-03-17,1,bullish,S1_NY: 5m retrace → retrace_path,2023-03-17 14:44:00+00:00,3910.987,3910.737,3928.611,3973.879,,-1.0,2023-03-17 14:45:00+00:00,3910.737,stop_before_tp1
NSXUSD,2023-03-17,2,bullish,S2_NY: 5m retrace → retrace_path,2023-03-17 15:14:00+00:00,12510.849,12510.599,12625.889,,,-1.0,2023-03-17 15:15:00+00:00,12510.599,stop_before_tp1
NSXUSD,2023-03-20,2,bullish,S2_NY: 5m retrace → retrace_path,2023-03-20 14:44:00+00:00,12474.119,12427.937,12557.079,,12592.837,0.89819,2023-03-20 20:14:00+00:00,12474.119,timeout
SPXUSD,2023-03-21,1,bullish,S1_NY: 5m retrace → retrace_path,2023-03-21 16:04:00+00:00,3972.861,3972.611,3985.623,3994.24,,46.903,2023-03-21 20:14:00+00:00,3972.861,timeout
SPXUSD,2023-03-21,2,bearish,S2_NY: 5m retrace → retrace_path,2023-03-21 14:49:00+00:00,3984.62,3984.87,3974.873,3961.067,3950.747,19.494,2023-03-21 17:28:00+00:00,3984.62,breakeven_after_tp1
NSXUSD,2023-03-22,1,bearish,S1_NY: 5m retrace → retrace_path,2023-03-22 16:04:00+00:00,12789.299,12789.549,12769.369,12685.799,,-1.0,2023-03-22 16:05:00+00:00,12789.549,stop_before_tp1
SPXUSD,2023-03-22,2,bearish,S2_NY: 5m retrace → retrace_path,2023-03-22 15:24:00+00:00,4005.327,4006.861,3995.37,3991.927,,3.24544,2023-03-22 18:00:00+00:00,4005.327,breakeven_after_tp1
NSXUSD,2023-03-23,1,bearish,S1_NY: 5m retrace → retrace_path,2023-03-23 14:44:00+00:00,12832.129,12832.379,12793.509,12675.589,12582.909,-1.0,2023-03-23 14:45:00+00:00,12832.379,stop_before_tp1
SPXUSD,2023-03-27,2,bearish,S2_NY: 5m retrace → retrace_path,2023-03-27 13:44:00+00:00,3997.599,3997.849,3994.983,3973.622,,-1.0,2023-03-27 13:45:00+00:00,3997.849,stop_before_tp1
NSXUSD,2023-03-28,1,bearish,S1_NY: 5m retrace → retrace_path,2023-03-28 13:39:00+00:00,12646.489,12646.739,12635.149,,,-1.0,2023-03-28 13:40:00+00:00,12646.739,stop_before_tp1
NSXUSD,2023-03-28,2,bullish,S2_NY: 5m retrace → retrace_path,2023-03-28 13:39:00+00:00,12646.489,12636.939,12672.999,12705.639,,-1.0,2023-03-28 13:44:00+00:00,12636.939,stop_before_tp1
NSXUSD,2023-03-29,1,bearish,S1_NY: 5m retrace → retrace_path,2023-03-29 13:49:00+00:00,12722.719,12722.969,12712.509,12686.589,12624.809,-1.0,2023-03-29 13:50:00+00:00,12722.969,stop_before_tp1
NSXUSD,2023-03-30,1,bearish,S1_NY: 5m retrace → retrace_path,2023-03-30 14:14:00+00:00,12929.109,12929.359,12908.589,12859.049,12815.189,-1.0,2023-03-30 14:15:00+00:00,12929.359,stop_before_tp1
SPXUSD,2023-03-30,2,bearish,S2_NY: 5m retrace → retrace_path,2023-03-30 14:14:00+00:00,4051.396,4051.646,4047.38,4033.686,4022.297,-1.0,2023-03-30 14:16:00+00:00,4051.646,stop_before_tp1
SPXUSD,2023-03-31,3,bearish,S3_NY: 5m retrace → bos_path,2023-03-31 16:06:00+00:00,4075.286,4077.092,4057.76,4051.222,4049.472,-1.0,2023-03-31 16:11:00+00:00,4077.092,stop_before_tp1
NSXUSD,2023-04-03,2,bullish,S2_NY: 5m retrace → retrace_path,2023-04-03 13:44:00+00:00,13067.789,13067.539,13072.569,13118.207,13135.089,-1.0,2023-04-03 13:45:00+00:00,13067.539,stop_before_tp1
SPXUSD,2023-04-05,1,bullish,S1_NY: 5m retrace → retrace_path,2023-04-05 13:44:00+00:00,4091.762,4090.08,4099.379,4102.156,4105.499,-1.0,2023-04-05 16:00:00+00:00,4090.08,stop_before_tp1
NSXUSD,2023-04-05,2,bullish,S2_NY: 5m retrace → retrace_path,2023-04-05 14:14:00+00:00,13077.249,13069.949,13098.699,13106.829,13122.289,-1.0,2023-04-05 14:19:00+00:00,13069.949,stop_before_tp1
SPXUSD,2023-04-06,2,bearish,S2_NY: 5m retrace → bos_path,2023-04-06 14:04:00+00:00,4081.183,4086.137,4076.229,,,0.5,2023-04-06 15:10:00+00:00,4081.183,breakeven_after_tp1
NSXUSD,2023-04-10,2,bullish,S2_NY: 5m retrace → retrace_path,2023-04-10 14:14:00+00:00,12945.729,12945.479,12996.799,13047.659,13048.119,-1.0,2023-04-10 14:15:00+00:00,12945.479,stop_before_tp1
NSXUSD,2023-04-13,1,bearish,S1_NY: 5m retrace → retrace_path,2023-04-13 13:44:00+00:00,12898.579,12898.829,12864.829,12856.629,12828.579,-1.0,2023-04-13 13:45:00+00:00,12898.829,stop_before_tp1
SPXUSD,2023-04-14,1,bullish,S1_NY: 5m retrace → retrace_path,2023-04-14 14:14:00+00:00,4137.63,4137.38,4147.82,,4148.397,31.147,2023-04-14 15:19:00+00:00,4137.63,breakeven_after_tp1
NSXUSD,2023-04-14,2,bullish,S2_NY: 5m retrace → retrace_path,2023-04-14 14:14:00+00:00,13021.859,13021.609,13040.809,13107.369,13110.169,-1.0,2023-04-14 14:15:00+00:00,13021.609,stop_before_tp1
NSXUSD,2023-04-19,2,bullish,S2_NY: 5m retrace → retrace_path,2023-04-19 14:14:00+00:00,12990.519,12990.269,12997.299,13059.369,13085.859,-1.0,2023-04-19 14:16:00+00:00,12990.269,stop_before_tp1
NSXUSD,2023-04-24,1,bearish,S1_NY: 5m retrace → retrace_path,2023-04-24 14:14:00+00:00,12996.769,12997.019,12989.669,12935.109,,-1.0,2023-04-24 14:15:00+00:00,12997.019,stop_before_tp1
SPXUSD,2023-04-24,2,bearish,S2_NY: 5m retrace → retrace_path,2023-04-24 14:14:00+00:00,4132.22,4132.47,4111.961,,,-1.0,2023-04-24 14:15:00+00:00,4132.47,stop_before_tp1
NSXUSD,2023-04-27,1,bearish,S1_NY: 5m retrace → retrace_path,2023-04-27 14:19:00+00:00,12953.599,12953.849,12924.259,12902.389,12859.799,-1.0,2023-04-27 14:20:00+00:00,12953.849,stop_before_tp1
SPXUSD,2023-04-27,2,bearish,S2_NY: 5m retrace → retrace_path,2023-04-27 14:09:00+00:00,4079.81,4080.06,4077.86,4070.432,4062.377,-1.0,2023-04-27 14:10:00+00:00,4080.06,stop_before_tp1
NSXUSD,2023-05-05,2,bearish,S2_NY: 5m retrace → retrace_path,2023-05-05 17:04:00+00:00,13185.019,13185.269,13020.119,,13014.779,-1.0,2023-05-05 17:07:00+00:00,13185.269,stop_before_tp1
NSXUSD,2023-05-08,1,bullish,S1_NY: 5m retrace → retrace_path,2023-05-08 14:14:00+00:00,13224.607,13224.357,13256.489,13263.877,,-1.0,2023-05-08 14:15:00+00:00,13224.357,stop_before_tp1
SPXUSD,2023-05-08,2,bearish,S2_NY: 5m retrace → retrace_path,2023-05-08 13:44:00+00:00,4140.132,4143.611,4136.652999999999,4131.927,4129.367,1.86318,2023-05-08 15:11:00+00:00,4129.802,all_tps_hit
SPXUSD,2023-05-11,1,bullish,S1_NY: 5m retrace → retrace_path,2023-05-11 13:44:00+00:00,4134.292,4134.042,4148.147,4152.123,,-1.0,2023-05-11 13:45:00+00:00,4134.042,stop_before_tp1
NSXUSD,2023-05-11,1,bearish,S1_NY: 5m retrace → retrace_path,2023-05-11 16:04:00+00:00,13362.259,13394.379,13310.769,,,-1.0,2023-05-11 18:00:00+00:00,13394.379,stop_before_tp1
NSXUSD,2023-05-16,1,bearish,S1_NY: 5m retrace → retrace_path,2023-05-16 16:04:00+00:00,13465.869,13466.119,13372.109,,,-1.0,2023-05-16 16:05:00+00:00,13466.119,stop_before_tp1
NSXUSD,2023-05-17,2,bearish,S2_NY: 5m retrace → retrace_path,2023-05-17 15:14:00+00:00,13452.889,13453.139,13417.329,,,-1.0,2023-05-17 15:15:00+00:00,13453.139,stop_before_tp1
SPXUSD,2023-05-22,2,bearish,S2_NY: 5m retrace → retrace_path,2023-05-22 13:44:00+00:00,4194.37,4196.611,4193.876,4187.376,4180.632,0.11022,2023-05-22 13:56:00+00:00,4194.37,breakeven_after_tp1
SPXUSD,2023-05-24,1,bullish,S1_NY: 5m retrace → retrace_path,2023-05-24 13:44:00+00:00,4130.417,4130.167,4133.169,4148.757,4154.027,-1.0,2023-05-24 13:45:00+00:00,4130.167,stop_before_tp1
NSXUSD,2023-05-24,2,bullish,S2_NY: 5m retrace → retrace_path,2023-05-24 14:14:00+00:00,13590.079,13589.829,13617.489,13682.639,13704.379,-1.0,2023-05-24 14:15:00+00:00,13589.829,stop_before_tp1
NSXUSD,2023-05-25,1,bearish,S1_NY: 5m retrace → retrace_path,2023-05-25 13:44:00+00:00,13910.549,13910.799,13874.959,13785.487,13783.147,-1.0,2023-05-25 13:45:00+00:00,13910.799,stop_before_tp1
NSXUSD,2023-05-25,2,bearish,S2_NY: 5m retrace → retrace_path,2023-05-25 19:04:00+00:00,13969.219,13969.469,13813.629,13785.487,13783.147,-1.0,2023-05-25 19:15:00+00:00,13969.469,stop_before_tp1
NSXUSD,2023-05-26,1,bearish,S1_NY: 5m retrace → retrace_path,2023-05-26 13:54:00+00:00,13974.029,13982.639,13938.449,13916.889,13897.389,-1.0,2023-05-26 16:00:00+00:00,13982.639,stop_before_tp1
NSXUSD,2023-05-29,2,bullish,S2_NY: 5m retrace → retrace_path,2023-05-29 13:44:00+00:00,14339.769,14339.519,14354.899,14389.137,14398.159,-1.0,2023-05-29 13:45:00+00:00,14339.519,stop_before_tp1
SPXUSD,2023-05-30,1,bullish,S1_NY: 5m retrace → retrace_path,2023-05-30 15:04:00+00:00,4211.506,4211.256,4230.729,4233.217,,-1.0,2023-05-30 15:05:00+00:00,4211.256,stop_before_tp1
SPXUSD,2023-05-30,2,bearish,S2_NY: 5m retrace → retrace_path,2023-05-30 13:44:00+00:00,4228.214,4230.464,4226.711,4216.226,4213.232,0.334,2023-05-30 13:50:00+00:00,4228.214,breakeven_after_tp1
NSXUSD,2023-06-01,1,bearish,S1_NY: 5m retrace → retrace_path,2023-06-01 15:04:00+00:00,14291.499,14291.749,14232.569,,14228.609,-1.0,2023-06-01 15:05:00+00:00,14291.749,stop_before_tp1
NSXUSD,2023-06-01,2,bearish,S2_NY: 5m retrace → retrace_path,2023-06-01 15:04:00+00:00,14291.499,14291.749,14232.569,,14228.609,-1.0,2023-06-01 15:05:00+00:00,14291.749,stop_before_tp1
NSXUSD,2023-06-02,1,bearish,S1_NY: 5m retrace → retrace_path,2023-06-02 14:14:00+00:00,14496.149,14496.399,14475.679,14467.489,14443.389,-1.0,2023-06-02 14:15:00+00:00,14496.399,stop_before_tp1
NSXUSD,2023-06-02,2,bearish,S2_NY: 5m retrace → retrace_path,2023-06-02 15:39:00+00:00,14512.739,14512.989,14438.099,,,-1.0,2023-06-02 15:40:00+00:00,14512.989,stop_before_tp1
NSXUSD,2023-06-07,1,bearish,S1_NY: 5m retrace → retrace_path,2023-06-07 15:04:00+00:00,14579.379,14579.629,14559.169,14517.699,,-1.0,2023-06-07 15:05:00+00:00,14579.629,stop_before_tp1
SPXUSD,2023-06-07,2,bearish,S2_NY: 5m retrace → retrace_path,2023-06-07 15:04:00+00:00,4291.039,4291.289,4285.681,4278.254,,-1.0,2023-06-07 15:05:00+00:00,4291.289,stop_before_tp1
NSXUSD,2023-06-08,1,bearish,S1_NY: 5m retrace → retrace_path,2023-06-08 14:39:00+00:00,14338.859,14339.109,14282.929,14242.489,,-1.0,2023-06-08 14:40:00+00:00,14339.109,stop_before_tp1
SPXUSD,2023-06-08,2,bearish,S2_NY: 5m retrace → retrace_path,2023-06-08 13:44:00+00:00,4269.283,4270.219,4262.771,4260.597,4257.797,-1.0,2023-06-08 13:46:00+00:00,4270.219,stop_before_tp1
NSXUSD,2023-06-09,1,bearish,S1_NY: 5m retrace → retrace_path,2023-06-09 14:14:00+00:00,14535.789,14536.039,14496.379,14454.697,,-1.0,2023-06-09 14:15:00+00:00,14536.039,stop_before_tp1
SPXUSD,2023-06-12,2,bearish,S2_NY: 5m retrace → retrace_path,2023-06-12 13:44:00+00:00,4311.431,4312.943,4306.431,,4304.329,-1.0,2023-06-12 13:48:00+00:00,4312.943,stop_before_tp1
NSXUSD,2023-06-13,1,bearish,S1_NY: 5m retrace → retrace_path,2023-06-13 14:14:00+00:00,14936.609,14936.859,14807.149,,14800.199,-1.0,2023-06-13 14:15:00+00:00,14936.859,stop_before_tp1
SPXUSD,2023-06-13,2,bearish,S2_NY: 5m retrace → retrace_path,2023-06-13 13:44:00+00:00,4356.167,4356.417,4334.557,,,-1.0,2023-06-13 13:47:00+00:00,4356.417,stop_before_tp1
SPXUSD,2023-06-14,2,bearish,S2_NY: 5m retrace → retrace_path,2023-06-14 15:04:00+00:00,4378.319,4378.569,4371.359,4366.936,4365.789,-1.0,2023-06-14 15:05:00+00:00,4378.569,stop_before_tp1
SPXUSD,2023-06-15,1,bullish,S1_NY: 5m retrace → bos_path,2023-06-15 13:50:00+00:00,4357.177,4350.376,4363.977999999999,4371.117,4375.181,1.67424,2023-06-15 16:01:00+00:00,4394.334,all_tps_hit
NSXUSD,2023-06-16,1,bearish,S1_NY: 5m retrace → bos_path,2023-06-16 14:31:00+00:00,15236.099,15236.349,15212.989,15158.787,15131.799,-1.0,2023-06-16 14:32:00+00:00,15236.349,stop_before_tp1
SPXUSD,2023-06-16,2,bearish,S2_NY: 5m retrace → retrace_path,2023-06-16 13:44:00+00:00,4436.257,4436.507,4433.637,4419.997,4415.132,-1.0,2023-06-16 13:45:00+00:00,4436.507,stop_before_tp1
SPXUSD,2023-06-21,1,bullish,S1_NY: 5m retrace → retrace_path,2023-06-21 13:44:00+00:00,4378.397,4378.147,4382.264,4392.076,4392.827,-1.0,2023-06-21 13:46:00+00:00,4378.147,stop_before_tp1
NSXUSD,2023-06-23,2,bullish,S2_NY: 5m retrace → retrace_path,2023-06-23 13:44:00+00:00,14875.749,14875.499,14932.589,14991.519,15053.169,-1.0,2023-06-23 13:45:00+00:00,14875.499,stop_before_tp1
SPXUSD,2023-06-29,2,bearish,S2_NY: 5m retrace → retrace_path,2023-06-29 13:39:00+00:00,4389.719,4390.956,4386.389,4375.877,,4.14349,2023-06-29 17:00:00+00:00,4389.719,breakeven_after_tp1
NSXUSD,2023-06-30,1,bearish,S1_NY: 5m retrace → retrace_path,2023-06-30 14:14:00+00:00,15103.299,15103.549,15012.119,14971.499,14944.389,-1.0,2023-06-30 14:15:00+00:00,15103.549,stop_before_tp1
SPXUSD,2023-07-03,1,bullish,S1_NY: 5m retrace → retrace_path,2023-07-03 14:19:00+00:00,4445.447,4445.197,4451.917,4454.633,,-1.0,2023-07-03 14:20:00+00:00,4445.197,stop_before_tp1
SPXUSD,2023-07-05,1,bullish,S1_NY: 5m retrace → retrace_path,2023-07-05 13:39:00+00:00,4430.879,4430.629,4432.614,4450.62,4455.114,-1.0,2023-07-05 13:41:00+00:00,4430.629,stop_before_tp1
SPXUSD,2023-07-06,1,bullish,S1_NY: 5m retrace → retrace_path,2023-07-06 14:14:00+00:00,4407.367,4407.117,4425.127,4433.177,4445.594,-1.0,2023-07-06 14:15:00+00:00,4407.117,stop_before_tp1
NSXUSD,2023-07-06,2,bullish,S2_NY: 5m retrace → retrace_path,2023-07-06 14:14:00+00:00,15027.749,15027.499,15151.907,,15208.509,-1.0,2023-07-06 14:15:00+00:00,15027.499,stop_before_tp1
NSXUSD,2023-07-11,1,bearish,S1_NY: 5m retrace → retrace_path,2023-07-11 14:39:00+00:00,15086.099,15086.349,15041.019,,15038.819,-1.0,2023-07-11 14:40:00+00:00,15086.349,stop_before_tp1
NSXUSD,2023-07-11,2,bearish,S2_NY: 5m retrace → retrace_path,2023-07-11 17:04:00+00:00,15103.707,15103.957,15001.729,,,-1.0,2023-07-11 17:05:00+00:00,15103.957,stop_before_tp1
NSXUSD,2023-07-12,1,bearish,S1_NY: 5m retrace → retrace_path,2023-07-12 15:04:00+00:00,15323.229,15323.479,15164.669,15134.609,15118.799,-1.0,2023-07-12 15:06:00+00:00,15323.479,stop_before_tp1
SPXUSD,2023-07-12,2,bearish,S2_NY: 5m retrace → retrace_path,2023-07-12 14:14:00+00:00,4478.141,4478.391,4450.154,4440.637,4436.202,-1.0,2023-07-12 14:15:00+00:00,4478.391,stop_before_tp1
NSXUSD,2023-07-13,1,bearish,S1_NY: 5m retrace → retrace_path,2023-07-13 13:44:00+00:00,15418.109,15418.359,15389.889,15361.109,15326.339,-1.0,2023-07-13 13:45:00+00:00,15418.359,stop_before_tp1
NSXUSD,2023-07-13,2,bearish,S2_NY: 5m retrace → retrace_path,2023-07-13 13:44:00+00:00,15418.109,15418.359,15389.889,15361.109,15326.339,-1.0,2023-07-13 13:45:00+00:00,15418.359,stop_before_tp1
SPXUSD,2023-07-14,1,bullish,S1_NY: 5m retrace → bos_path,2023-07-14 13:45:00+00:00,4517.106,4516.351,4518.092,,,0.65298,2023-07-14 16:00:00+00:00,4517.106,breakeven_after_tp1
SPXUSD,2023-07-14,1,bullish,S1_NY: 5m retrace → retrace_path,2023-07-14 16:04:00+00:00,4516.623,4516.373,4519.339,,,-1.0,2023-07-14 16:05:00+00:00,4516.373,stop_before_tp1
NSXUSD,2023-07-19,1,bearish,S1_NY: 5m retrace → retrace_path,2023-07-19 13:44:00+00:00,15875.299,15875.549,15865.039,15839.999,15823.919,-1.0,2023-07-19 13:46:00+00:00,15875.549,stop_before_tp1
SPXUSD,2023-07-19,2,bearish,S2_NY: 5m retrace → retrace_path,2023-07-19 14:14:00+00:00,4561.477,4561.727,4552.953,,,-1.0,2023-07-19 14:18:00+00:00,4561.727,stop_before_tp1
NSXUSD,2023-07-20,2,bullish,S2_NY: 5m retrace → retrace_path,2023-07-20 13:44:00+00:00,15690.617,15690.367,15743.289,15769.259,15789.549,-1.0,2023-07-20 13:45:00+00:00,15690.367,stop_before_tp1
NSXUSD,2023-07-21,1,bearish,S1_NY: 5m retrace → retrace_path,2023-07-21 13:44:00+00:00,15572.209,15572.459,15565.039,15481.779,15442.499,-1.0,2023-07-21 13:45:00+00:00,15572.459,stop_before_tp1
