symbol,day,scenario,bias,recipe,entry_time_utc,entry_price,stop,tp1,tp2,tp3,pnl_R,exit_time_utc,exit_price,exit_reason
SPXUSD,2023-07-21,2,bearish,S2_NY: 5m retrace → retrace_path,2023-07-21 13:44:00+00:00,4554.297,4554.547,4552.009,4540.533,4533.217,-1.0,2023-07-21 13:45:00+00:00,4554.547,stop_before_tp1
SPXUSD,2023-07-24,2,bearish,S2_NY: 5m retrace → bos_path,2023-07-24 14:23:00+00:00,4545.549,4545.799,4544.494,4534.197,4532.42,-1.0,2023-07-24 14:24:00+00:00,4545.799,stop_before_tp1
NSXUSD,2023-07-25,1,bearish,S1_NY: 5m retrace → retrace_path,2023-07-25 13:44:00+00:00,15492.289,15492.539,15487.309,15451.089,15439.387,-1.0,2023-07-25 13:45:00+00:00,15492.539,stop_before_tp1
SPXUSD,2023-07-26,1,bullish,S1_NY: 5m retrace → retrace_path,2023-07-26 14:14:00+00:00,4556.984,4556.734,4564.402,4572.066,4575.401,-1.0,2023-07-26 14:16:00+00:00,4556.734,stop_before_tp1
NSXUSD,2023-07-27,1,bearish,S1_NY: 5m retrace → retrace_path,2023-07-27 14:14:00+00:00,15716.019,15716.269,15685.639,15605.699,15530.689,-1.0,2023-07-27 14:15:00+00:00,15716.269,stop_before_tp1
SPXUSD,2023-07-27,2,bearish,S2_NY: 5m retrace → retrace_path,2023-07-27 13:44:00+00:00,4605.216,4605.466,4597.406,4581.213,4568.321,-1.0,2023-07-27 13:45:00+00:00,4605.466,stop_before_tp1
NSXUSD,2023-07-28,1,bearish,S1_NY: 5m retrace → retrace_path,2023-07-28 14:34:00+00:00,15644.789,15645.039,15611.309,15534.109,15467.999,-1.0,2023-07-28 14:35:00+00:00,15645.039,stop_before_tp1
SPXUSD,2023-08-02,1,bullish,S1_NY: 5m retrace → bos_path,2023-08-02 13:50:00+00:00,4550.462,4548.517,4553.161,4558.58,4569.186,0.69383,2023-08-02 13:56:00+00:00,4550.462,breakeven_after_tp1
NSXUSD,2023-08-07,1,bearish,S1_NY: 5m retrace → retrace_path,2023-08-07 13:44:00+00:00,15340.629,15360.549,15309.919,,15304.169,-1.0,2023-08-07 14:10:00+00:00,15360.549,stop_before_tp1
SPXUSD,2023-08-09,2,bearish,S2_NY: 5m retrace → retrace_path,2023-08-09 13:44:00+00:00,4505.234,4512.929,4504.983,4504.782,4496.841,0.01631,2023-08-09 13:56:00+00:00,4505.234,breakeven_after_tp1
SPXUSD,2023-08-10,1,bullish,S1_NY: 5m retrace → retrace_path,2023-08-10 13:44:00+00:00,4482.699,4482.449,4506.089,,,-1.0,2023-08-10 13:45:00+00:00,4482.449,stop_before_tp1
SPXUSD,2023-08-10,2,bearish,S2_NY: 5m retrace → retrace_path,2023-08-10 13:44:00+00:00,4482.699,4493.199,4475.883,,,-1.0,2023-08-10 13:48:00+00:00,4493.199,stop_before_tp1
SPXUSD,2023-08-11,1,bullish,S1_NY: 5m retrace → retrace_path,2023-08-11 13:44:00+00:00,4458.623,4458.373,4470.677,4477.626,4478.493,-1.0,2023-08-11 13:45:00+00:00,4458.373,stop_before_tp1
SPXUSD,2023-08-15,1,bullish,S1_NY: 5m retrace → retrace_path,2023-08-15 13:44:00+00:00,4461.629,4461.379,4465.12,4497.267,4498.967,-1.0,2023-08-15 13:45:00+00:00,4461.379,stop_before_tp1
NSXUSD,2023-08-17,1,bearish,S1_NY: 5m retrace → retrace_path,2023-08-17 13:44:00+00:00,14937.129,14937.379,14912.059,14858.789,14836.199,-1.0,2023-08-17 13:45:00+00:00,14937.379,stop_before_tp1
SPXUSD,2023-08-17,2,bearish,S2_NY: 5m retrace → retrace_path,2023-08-17 13:44:00+00:00,4418.874,4419.124,4412.891,4402.807,4396.887,-1.0,2023-08-17 13:45:00+00:00,4419.124,stop_before_tp1
SPXUSD,2023-08-23,1,bullish,S1_NY: 5m retrace → retrace_path,2023-08-23 13:44:00+00:00,4395.23,4394.98,4405.262,4412.55,,-1.0,2023-08-23 13:45:00+00:00,4394.98,stop_before_tp1
SPXUSD,2023-08-24,1,bullish,S1_NY: 5m retrace → retrace_path,2023-08-24 13:44:00+00:00,4453.347,4453.097,4456.836,4470.97,,-1.0,2023-08-24 13:45:00+00:00,4453.097,stop_before_tp1
NSXUSD,2023-08-25,1,bearish,S1_NY: 5m retrace → retrace_path,2023-08-25 13:44:00+00:00,14870.609,14870.859,14851.779,14756.889,,-1.0,2023-08-25 13:45:00+00:00,14870.859,stop_before_tp1
SPXUSD,2023-08-25,2,bearish,S2_NY: 5m retrace → retrace_path,2023-08-25 13:44:00+00:00,4395.361,4395.611,4391.427,4371.827,,-1.0,2023-08-25 13:47:00+00:00,4395.611,stop_before_tp1
NSXUSD,2023-08-28,1,bearish,S1_NY: 5m retrace → retrace_path,2023-08-28 13:44:00+00:00,15029.719,15029.969,15014.529,14955.569,14940.209,-1.0,2023-08-28 13:45:00+00:00,15029.969,stop_before_tp1
SPXUSD,2023-08-28,2,bearish,S2_NY: 5m retrace → retrace_path,2023-08-28 13:49:00+00:00,4423.423,4423.673,4422.667,4408.977,4407.179,-1.0,2023-08-28 13:50:00+00:00,4423.673,stop_before_tp1
NSXUSD,2023-09-01,1,bearish,S1_NY: 5m retrace → retrace_path,2023-09-01 13:44:00+00:00,15591.959,15592.209,15527.919,15479.369,,-1.0,2023-09-01 13:45:00+00:00,15592.209,stop_before_tp1
SPXUSD,2023-09-01,2,bearish,S2_NY: 5m retrace → retrace_path,2023-09-01 13:44:00+00:00,4532.023,4532.273,4521.551,4507.867,,-1.0,2023-09-01 13:45:00+00:00,4532.273,stop_before_tp1
NSXUSD,2023-09-05,2,bullish,S2_NY: 5m retrace → retrace_path,2023-09-05 13:39:00+00:00,15413.009,15412.759,15430.399,15473.539,15503.207,-1.0,2023-09-05 13:40:00+00:00,15412.759,stop_before_tp1
SPXUSD,2023-09-06,1,bullish,S1_NY: 5m retrace → retrace_path,2023-09-06 13:44:00+00:00,4484.453,4484.203,4486.436,4494.186,4497.24,-1.0,2023-09-06 13:45:00+00:00,4484.203,stop_before_tp1
NSXUSD,2023-09-06,2,bullish,S2_NY: 5m retrace → retrace_path,2023-09-06 13:39:00+00:00,15451.609,15451.359,15481.609,15487.119,15502.247,-1.0,2023-09-06 13:40:00+00:00,15451.359,stop_before_tp1
SPXUSD,2023-09-07,1,bullish,S1_NY: 5m retrace → retrace_path,2023-09-07 13:44:00+00:00,4434.984,4434.734,4445.584,4457.976,4464.986,-1.0,2023-09-07 13:45:00+00:00,4434.734,stop_before_tp1
NSXUSD,2023-09-07,2,bullish,S2_NY: 5m retrace → retrace_path,2023-09-07 13:44:00+00:00,15190.559,15190.309,15245.899,15326.719,15372.409,-1.0,2023-09-07 13:45:00+00:00,15190.309,stop_before_tp1
SPXUSD,2023-09-13,1,bearish,S1_NY: 5m retrace → retrace_path,2023-09-13 13:54:00+00:00,4464.641,4464.891,4444.61,,,-1.0,2023-09-13 13:55:00+00:00,4464.891,stop_before_tp1
SPXUSD,2023-09-14,1,bullish,S1_NY: 5m retrace → bos_path,2023-09-14 13:39:00+00:00,4480.149,4479.899,4485.852,4486.647,,-1.0,2023-09-14 13:40:00+00:00,4479.899,stop_before_tp1
NSXUSD,2023-09-14,1,bearish,S1_NY: 5m retrace → retrace_path,2023-09-14 13:39:00+00:00,15388.019,15427.579,15367.519,,15361.069,-1.0,2023-09-14 13:52:00+00:00,15427.579,stop_before_tp1
NSXUSD,2023-09-15,2,bullish,S2_NY: 5m retrace → retrace_path,2023-09-15 13:44:00+00:00,15432.139,15431.889,15455.359,15513.689,15518.589,-1.0,2023-09-15 13:45:00+00:00,15431.889,stop_before_tp1
SPXUSD,2023-09-21,1,bullish,S1_NY: 5m retrace → retrace_path,2023-09-21 13:44:00+00:00,4363.814,4363.564,4367.027,4394.111,4400.994,-1.0,2023-09-21 13:45:00+00:00,4363.564,stop_before_tp1
SPXUSD,2023-09-22,2,bearish,S2_NY: 5m retrace → retrace_path,2023-09-22 14:29:00+00:00,4340.19,4346.627,4333.752999999999,,4326.741,0.5,2023-09-22 14:48:00+00:00,4340.19,breakeven_after_tp1
SPXUSD,2023-09-26,1,bullish,S1_NY: 5m retrace → retrace_path,2023-09-26 13:44:00+00:00,4315.682,4315.432,4325.781,,4339.36,-1.0,2023-09-26 13:45:00+00:00,4315.432,stop_before_tp1
NSXUSD,2023-09-26,2,bullish,S2_NY: 5m retrace → retrace_path,2023-09-26 13:44:00+00:00,14692.049,14689.249,14726.709,,14782.089,-1.0,2023-09-26 13:47:00+00:00,14689.249,stop_before_tp1
NSXUSD,2023-09-27,1,bearish,S1_NY: 5m retrace → retrace_path,2023-09-27 13:59:00+00:00,14610.109,14610.359,14572.149,,14556.179,-1.0,2023-09-27 14:09:00+00:00,14610.359,stop_before_tp1
SPXUSD,2023-09-27,2,bearish,S2_NY: 5m retrace → retrace_path,2023-09-27 13:44:00+00:00,4290.993,4291.243,4284.561,,4277.319,-1.0,2023-09-27 13:48:00+00:00,4291.243,stop_before_tp1
NSXUSD,2023-09-29,1,bearish,S1_NY: 5m retrace → retrace_path,2023-09-29 13:44:00+00:00,14852.209,14852.459,14767.279,14740.489,14677.499,-1.0,2023-09-29 13:58:00+00:00,14852.459,stop_before_tp1
SPXUSD,2023-10-03,1,bullish,S1_NY: 5m retrace → retrace_path,2023-10-03 13:44:00+00:00,4260.072,4259.822,4269.699,4298.74,,-1.0,2023-10-03 13:45:00+00:00,4259.822,stop_before_tp1
NSXUSD,2023-10-03,2,bullish,S2_NY: 5m retrace → retrace_path,2023-10-03 13:44:00+00:00,14708.857,14708.607,14749.759,14873.889,,-1.0,2023-10-03 13:45:00+00:00,14708.607,stop_before_tp1
SPXUSD,2023-10-04,2,bearish,S2_NY: 5m retrace → retrace_path,2023-10-04 13:44:00+00:00,4244.253,4244.503,4237.051,4204.252,,-1.0,2023-10-04 13:45:00+00:00,4244.503,stop_before_tp1
SPXUSD,2023-10-09,2,bearish,S2_NY: 5m retrace → retrace_path,2023-10-09 13:39:00+00:00,4277.614,4286.114,4277.364,4270.123,,0.01471,2023-10-09 13:41:00+00:00,4277.614,breakeven_after_tp1
NSXUSD,2023-10-09,2,bullish,S2_NY: 5m retrace → retrace_path,2023-10-09 13:44:00+00:00,14839.549,14839.299,14880.669,14892.097,,-1.0,2023-10-09 13:45:00+00:00,14839.299,stop_before_tp1
NSXUSD,2023-10-11,1,bearish,S1_NY: 5m retrace → retrace_path,2023-10-11 13:49:00+00:00,15189.009,15193.617,15145.099,,15139.089,-1.0,2023-10-11 13:53:00+00:00,15193.617,stop_before_tp1
NSXUSD,2023-10-11,2,bearish,S2_NY: 5m retrace → retrace_path,2023-10-11 13:49:00+00:00,15189.009,15193.617,15145.099,,15139.089,-1.0,2023-10-11 13:53:00+00:00,15193.617,stop_before_tp1
SPXUSD,2023-10-12,2,bearish,S2_NY: 5m retrace → retrace_path,2023-10-12 13:54:00+00:00,4385.739,4394.831,4375.926,,,0.53965,2023-10-12 17:21:00+00:00,4385.739,breakeven_after_tp1
SPXUSD,2023-10-16,2,bearish,S2_NY: 5m retrace → retrace_path,2023-10-16 13:44:00+00:00,4346.767,4347.017,4338.511,4328.476,,-1.0,2023-10-16 13:45:00+00:00,4347.017,stop_before_tp1
SPXUSD,2023-10-17,1,bullish,S1_NY: 5m retrace → retrace_path,2023-10-17 13:44:00+00:00,4354.77,4354.52,4361.473,4372.577,4376.299,-1.0,2023-10-17 13:45:00+00:00,4354.52,stop_before_tp1
NSXUSD,2023-10-17,2,bullish,S2_NY: 5m retrace → retrace_path,2023-10-17 13:44:00+00:00,15078.209,15077.959,15110.097,15175.169,15178.179,-1.0,2023-10-17 13:45:00+00:00,15077.959,stop_before_tp1
SPXUSD,2023-10-18,1,bullish,S1_NY: 5m retrace → retrace_path,2023-10-18 13:44:00+00:00,4353.689,4353.439,4360.633,4369.372,4369.977,-1.0,2023-10-18 13:45:00+00:00,4353.439,stop_before_tp1
NSXUSD,2023-10-18,2,bullish,S2_NY: 5m retrace → retrace_path,2023-10-18 13:44:00+00:00,15023.539,15023.289,15054.819,15101.119,15115.999,-1.0,2023-10-18 13:45:00+00:00,15023.289,stop_before_tp1
NSXUSD,2023-10-19,1,bearish,S1_NY: 5m retrace → retrace_path,2023-10-19 13:44:00+00:00,14964.049,14964.299,14916.509,14855.049,,-1.0,2023-10-19 13:45:00+00:00,14964.299,stop_before_tp1
SPXUSD,2023-10-19,2,bearish,S2_NY: 5m retrace → retrace_path,2023-10-19 13:44:00+00:00,4319.926,4320.176,4299.479,,,-1.0,2023-10-19 13:46:00+00:00,4320.176,stop_before_tp1
SPXUSD,2023-10-24,2,bearish,S2_NY: 5m retrace → bos_path,2023-10-24 14:01:00+00:00,4241.589,4241.839,4239.362,4226.827,4220.267,-1.0,2023-10-24 14:02:00+00:00,4241.839,stop_before_tp1
SPXUSD,2023-10-25,1,bullish,S1_NY: 5m retrace → bos_path,2023-10-25 13:46:00+00:00,4232.736,4232.486,4240.912,,4245.269,-1.0,2023-10-25 13:55:00+00:00,4232.486,stop_before_tp1
NSXUSD,2023-10-25,2,bullish,S2_NY: 5m retrace → retrace_path,2023-10-25 13:44:00+00:00,14658.439,14658.189,14691.919,,14730.629,-1.0,2023-10-25 13:45:00+00:00,14658.189,stop_before_tp1
SPXUSD,2023-10-27,1,bullish,S1_NY: 5m retrace → retrace_path,2023-10-27 13:44:00+00:00,4151.202,4150.699,4155.659,4164.243,,4.43042,2023-10-27 14:30:00+00:00,4151.202,breakeven_after_tp1
NSXUSD,2023-10-27,1,bearish,S1_NY: 5m retrace → retrace_path,2023-10-27 13:49:00+00:00,14227.229,14245.119,14184.519,,,-1.0,2023-10-27 13:55:00+00:00,14245.119,stop_before_tp1
SPXUSD,2023-10-30,2,bearish,S2_NY: 5m retrace → retrace_path,2023-10-30 14:54:00+00:00,4143.063,4149.806,4132.297,,4132.246,-1.0,2023-10-30 15:07:00+00:00,4149.806,stop_before_tp1
NSXUSD,2023-11-01,1,bearish,S1_NY: 5m retrace → retrace_path,2023-11-01 14:44:00+00:00,14561.099,14561.349,14541.069,14334.679,,-1.0,2023-11-01 14:45:00+00:00,14561.349,stop_before_tp1
SPXUSD,2023-11-01,2,bearish,S2_NY: 5m retrace → retrace_path,2023-11-01 14:44:00+00:00,4226.494,4226.744,4221.201,4173.53,,-1.0,2023-11-01 14:45:00+00:00,4226.744,stop_before_tp1
NSXUSD,2023-11-02,1,bearish,S1_NY: 5m retrace → retrace_path,2023-11-02 14:44:00+00:00,14865.289,14865.539,14833.079,14736.799,14704.599,-1.0,2023-11-02 14:45:00+00:00,14865.539,stop_before_tp1
SPXUSD,2023-11-02,2,bearish,S2_NY: 5m retrace → retrace_path,2023-11-02 14:44:00+00:00,4299.557,4299.807,4292.261,4249.5,4243.749,-1.0,2023-11-02 14:49:00+00:00,4299.807,stop_before_tp1
SPXUSD,2023-11-03,2,bearish,S2_NY: 5m retrace → retrace_path,2023-11-03 14:49:00+00:00,4350.649,4353.972,4343.804,4309.897,,1.02994,2023-11-03 14:58:00+00:00,4350.649,breakeven_after_tp1
NSXUSD,2023-11-06,1,bearish,S1_NY: 5m retrace → retrace_path,2023-11-06 14:44:00+00:00,15141.039,15141.289,15110.339,,15088.707,-1.0,2023-11-06 14:45:00+00:00,15141.289,stop_before_tp1
SPXUSD,2023-11-06,2,bearish,S2_NY: 5m retrace → retrace_path,2023-11-06 15:39:00+00:00,4367.697,4367.947,4357.87,,,-1.0,2023-11-06 15:40:00+00:00,4367.947,stop_before_tp1
NSXUSD,2023-11-08,1,bearish,S1_NY: 5m retrace → retrace_path,2023-11-08 14:44:00+00:00,15312.819,15313.069,15301.349,15274.589,15266.589,-1.0,2023-11-08 14:45:00+00:00,15313.069,stop_before_tp1
SPXUSD,2023-11-08,2,bearish,S2_NY: 5m retrace → retrace_path,2023-11-08 14:49:00+00:00,4388.969,4389.219,4383.901,4374.464,4371.694,-1.0,2023-11-08 14:50:00+00:00,4389.219,stop_before_tp1
SPXUSD,2023-11-10,2,bearish,S2_NY: 5m retrace → retrace_path,2023-11-10 14:44:00+00:00,4369.603,4369.853,4357.48,4342.882,4341.029,-1.0,2023-11-10 14:45:00+00:00,4369.853,stop_before_tp1
NSXUSD,2023-11-14,1,bearish,S1_NY: 5m retrace → retrace_path,2023-11-14 14:44:00+00:00,15789.739,15789.989,15726.889,15508.119,15492.889,-1.0,2023-11-14 14:45:00+00:00,15789.989,stop_before_tp1
SPXUSD,2023-11-15,2,bearish,S2_NY: 5m retrace → retrace_path,2023-11-15 15:09:00+00:00,4510.443,4516.211,4500.944,,4499.299,-1.0,2023-11-15 15:22:00+00:00,4516.211,stop_before_tp1
SPXUSD,2023-11-16,1,bullish,S1_NY: 5m retrace → retrace_path,2023-11-16 14:44:00+00:00,4500.626,4500.376,4503.996,4506.367,,12.481,2023-11-16 15:17:00+00:00,4500.626,breakeven_after_tp1
SPXUSD,2023-11-16,2,bearish,S2_NY: 5m retrace → retrace_path,2023-11-16 14:49:00+00:00,4504.12,4506.617,4494.361,,4491.726,-1.0,2023-11-16 14:54:00+00:00,4506.617,stop_before_tp1
NSXUSD,2023-11-17,2,bullish,S2_NY: 5m retrace → retrace_path,2023-11-17 14:39:00+00:00,15784.279,15784.029,15842.099,15856.197,,-1.0,2023-11-17 14:40:00+00:00,15784.029,stop_before_tp1
NSXUSD,2023-11-20,1,bearish,S1_NY: 5m retrace → retrace_path,2023-11-20 14:44:00+00:00,15903.039,15903.289,15827.739,15811.289,15780.919,-1.0,2023-11-20 14:45:00+00:00,15903.289,stop_before_tp1
SPXUSD,2023-11-20,2,bearish,S2_NY: 5m retrace → retrace_path,2023-11-20 14:44:00+00:00,4521.62,4521.87,4510.361,,4506.427,-1.0,2023-11-20 14:45:00+00:00,4521.87,stop_before_tp1
NSXUSD,2023-11-22,1,bearish,S1_NY: 5m retrace → retrace_path,2023-11-22 14:44:00+00:00,16090.139,16090.389,16010.339,15904.489,15896.119,-1.0,2023-11-22 14:45:00+00:00,16090.389,stop_before_tp1
SPXUSD,2023-11-22,2,bearish,S2_NY: 5m retrace → retrace_path,2023-11-22 14:44:00+00:00,4566.611,4566.861,4552.873,4537.426,4533.807,-1.0,2023-11-22 14:45:00+00:00,4566.861,stop_before_tp1
NSXUSD,2023-11-27,1,bearish,S1_NY: 5m retrace → retrace_path,2023-11-27 14:54:00+00:00,15960.809,15963.799,15928.519,,15900.549,-1.0,2023-11-27 14:55:00+00:00,15963.799,stop_before_tp1
SPXUSD,2023-11-27,2,bearish,S2_NY: 5m retrace → retrace_path,2023-11-27 15:04:00+00:00,4552.282,4552.761,4545.764,,4542.932,-1.0,2023-11-27 15:05:00+00:00,4552.761,stop_before_tp1
SPXUSD,2023-11-28,1,bullish,S1_NY: 5m retrace → retrace_path,2023-11-28 14:44:00+00:00,4541.257,4541.007,4547.472,4550.577,4554.74,-1.0,2023-11-28 14:54:00+00:00,4541.007,stop_before_tp1
SPXUSD,2023-11-28,2,bullish,S2_NY: 5m retrace → retrace_path,2023-11-28 14:44:00+00:00,4541.257,4541.007,4547.472,4550.577,4554.74,-1.0,2023-11-28 14:54:00+00:00,4541.007,stop_before_tp1
NSXUSD,2023-11-29,1,bearish,S1_NY: 5m retrace → retrace_path,2023-11-29 14:44:00+00:00,16151.429,16151.679,16102.939,16024.969,16012.189,-1.0,2023-11-29 14:45:00+00:00,16151.679,stop_before_tp1
SPXUSD,2023-11-29,2,bearish,S2_NY: 5m retrace → retrace_path,2023-11-29 14:49:00+00:00,4584.117,4584.367,4574.532,4560.129,4554.567,-1.0,2023-11-29 14:50:00+00:00,4584.367,stop_before_tp1
NSXUSD,2023-12-04,2,bullish,S2_NY: 5m retrace → retrace_path,2023-12-04 14:44:00+00:00,15802.539,15802.289,15844.379,15967.079,,-1.0,2023-12-04 14:45:00+00:00,15802.289,stop_before_tp1
NSXUSD,2023-12-07,1,bearish,S1_NY: 5m retrace → retrace_path,2023-12-07 15:14:00+00:00,15939.169,15939.419,15868.789,15790.129,15777.389,-1.0,2023-12-07 15:15:00+00:00,15939.419,stop_before_tp1
SPXUSD,2023-12-12,1,bullish,S1_NY: 5m retrace → retrace_path,2023-12-12 14:44:00+00:00,4608.632,4608.382,4618.469,4633.569,,-1.0,2023-12-12 14:45:00+00:00,4608.382,stop_before_tp1
NSXUSD,2023-12-12,2,bullish,S2_NY: 5m retrace → retrace_path,2023-12-12 14:44:00+00:00,16180.459,16180.209,16249.869,16288.819,,-1.0,2023-12-12 14:45:00+00:00,16180.209,stop_before_tp1
NSXUSD,2023-12-19,1,bearish,S1_NY: 5m retrace → retrace_path,2023-12-19 14:44:00+00:00,16779.099,16779.349,16736.359,16723.499,16707.589,-1.0,2023-12-19 14:45:00+00:00,16779.349,stop_before_tp1
SPXUSD,2023-12-19,2,bearish,S2_NY: 5m retrace → retrace_path,2023-12-19 14:44:00+00:00,4751.664,4751.914,4744.533,4742.536,4736.386,-1.0,2023-12-19 14:45:00+00:00,4751.914,stop_before_tp1
NSXUSD,2023-12-21,1,bearish,S1_NY: 5m retrace → retrace_path,2023-12-21 15:09:00+00:00,16648.789,16715.059,16643.979,,16602.389,-1.0,2023-12-21 15:21:00+00:00,16715.059,stop_before_tp1
NSXUSD,2023-12-21,2,bearish,S2_NY: 5m retrace → retrace_path,2023-12-21 15:09:00+00:00,16648.789,16715.059,16643.979,,16602.389,-1.0,2023-12-21 15:21:00+00:00,16715.059,stop_before_tp1
NSXUSD,2023-12-22,1,bearish,S1_NY: 5m retrace → retrace_path,2023-12-22 14:44:00+00:00,16834.199,16834.449,16791.509,16707.429,16695.599,-1.0,2023-12-22 14:45:00+00:00,16834.449,stop_before_tp1
SPXUSD,2023-12-22,2,bearish,S2_NY: 5m retrace → retrace_path,2023-12-22 14:44:00+00:00,4769.613,4769.863,4757.683,4740.002,4737.987,-1.0,2023-12-22 14:45:00+00:00,4769.863,stop_before_tp1
NSXUSD,2023-12-27,1,bearish,S1_NY: 5m retrace → retrace_path,2023-12-27 14:54:00+00:00,16904.289,16904.539,16881.259,16871.489,16869.189,-1.0,2023-12-27 14:55:00+00:00,16904.539,stop_before_tp1
SPXUSD,2024-01-02,1,bullish,S1_NY: 5m retrace → retrace_path,2024-01-02 14:44:00+00:00,4734.123,4733.873,4744.114,4782.12,,-1.0,2024-01-02 14:45:00+00:00,4733.873,stop_before_tp1
NSXUSD,2024-01-02,2,bullish,S2_NY: 5m retrace → retrace_path,2024-01-02 14:44:00+00:00,16590.819,16590.569,16689.599,16847.669,,-1.0,2024-01-02 14:45:00+00:00,16590.569,stop_before_tp1
NSXUSD,2024-01-03,1,bearish,S1_NY: 5m retrace → retrace_path,2024-01-03 14:44:00+00:00,16457.789,16458.039,16406.379,,,-1.0,2024-01-03 14:45:00+00:00,16458.039,stop_before_tp1
NSXUSD,2024-01-08,1,bearish,S1_NY: 5m retrace → retrace_path,2024-01-08 14:44:00+00:00,16417.489,16417.739,16346.929,16230.209,,-1.0,2024-01-08 14:45:00+00:00,16417.739,stop_before_tp1
SPXUSD,2024-01-10,2,bearish,S2_NY: 5m retrace → retrace_path,2024-01-10 14:44:00+00:00,4768.057,4768.307,4750.239,,4749.272,-1.0,2024-01-10 14:45:00+00:00,4768.307,stop_before_tp1
NSXUSD,2024-01-12,1,bearish,S1_NY: 5m retrace → retrace_path,2024-01-12 14:44:00+00:00,16897.219,16897.469,16835.339,16747.599,,-1.0,2024-01-12 14:45:00+00:00,16897.469,stop_before_tp1
SPXUSD,2024-01-12,2,bearish,S2_NY: 5m retrace → retrace_path,2024-01-12 14:44:00+00:00,4799.62,4799.87,4793.731,4761.012,,-1.0,2024-01-12 14:45:00+00:00,4799.87,stop_before_tp1
SPXUSD,2024-01-16,1,bullish,S1_NY: 5m retrace → retrace_path,2024-01-16 14:44:00+00:00,4756.726,4756.476,4771.726,,4774.343,-1.0,2024-01-16 14:45:00+00:00,4756.476,stop_before_tp1
SPXUSD,2024-01-17,1,bullish,S1_NY: 5m retrace → retrace_path,2024-01-17 14:44:00+00:00,4727.349,4727.099,4734.057,4752.567,4767.017,-1.0,2024-01-17 14:45:00+00:00,4727.099,stop_before_tp1
NSXUSD,2024-01-17,2,bullish,S2_NY: 5m retrace → retrace_path,2024-01-17 14:44:00+00:00,16602.531,16602.281,16707.242,16769.319,16842.289,-1.0,2024-01-17 14:45:00+00:00,16602.281,stop_before_tp1
NSXUSD,2024-01-22,1,bearish,S1_NY: 5m retrace → retrace_path,2024-01-22 14:44:00+00:00,17372.564,17440.049,17361.697,,17359.799,0.1278,2024-01-22 16:35:00+00:00,17372.564,breakeven_after_tp1
SPXUSD,2024-01-22,2,bearish,S2_NY: 5m retrace → retrace_path,2024-01-22 14:44:00+00:00,4859.927,4860.177,4852.12,4848.927,4844.129,-1.0,2024-01-22 14:45:00+00:00,4860.177,stop_before_tp1
NSXUSD,2024-01-23,1,bearish,S1_NY: 5m retrace → retrace_path,2024-01-23 14:54:00+00:00,17352.587,17359.358,17283.62,,,-1.0,2024-01-23 14:55:00+00:00,17359.358,stop_before_tp1
SPXUSD,2024-01-23,2,bearish,S2_NY: 5m retrace → retrace_path,2024-01-23 14:59:00+00:00,4855.154,4855.727,4850.474,4848.357,,-1.0,2024-01-23 15:00:00+00:00,4855.727,stop_before_tp1
SPXUSD,2024-01-24,2,bearish,S2_NY: 5m retrace → retrace_path,2024-01-24 15:24:00+00:00,4888.719,4892.082,4879.404,,4872.577,-1.0,2024-01-24 15:36:00+00:00,4892.082,stop_before_tp1
NSXUSD,2024-01-25,1,bearish,S1_NY: 5m retrace → retrace_path,2024-01-25 15:14:00+00:00,17586.076,17599.159,17529.098,17496.075,17478.82,-1.0,2024-01-25 15:20:00+00:00,17599.159,stop_before_tp1
NSXUSD,2024-01-26,1,bearish,S1_NY: 5m retrace → retrace_path,2024-01-26 15:04:00+00:00,17414.51,17455.437,17401.187,17361.575,17360.787,0.16277,2024-01-26 15:07:00+00:00,17414.51,breakeven_after_tp1
NSXUSD,2024-01-26,2,bearish,S2_NY: 5m retrace → retrace_path,2024-01-26 15:04:00+00:00,17414.51,17455.437,17401.187,17361.575,17360.787,0.16277,2024-01-26 15:07:00+00:00,17414.51,breakeven_after_tp1
NSXUSD,2024-01-29,1,bearish,S1_NY: 5m retrace → retrace_path,2024-01-29 14:44:00+00:00,17456.187,17456.437,17418.276,,17370.698,-1.0,2024-01-29 14:45:00+00:00,17456.437,stop_before_tp1
SPXUSD,2024-01-29,2,bearish,S2_NY: 5m retrace → retrace_path,2024-01-29 14:44:00+00:00,4893.37,4893.62,4887.37,,4877.611,-1.0,2024-01-29 14:45:00+00:00,4893.62,stop_before_tp1
SPXUSD,2024-01-31,1,bullish,S1_NY: 5m retrace → retrace_path,2024-01-31 14:44:00+00:00,4895.717,4895.467,4905.467,4912.399,,-1.0,2024-01-31 14:45:00+00:00,4895.467,stop_before_tp1
NSXUSD,2024-01-31,2,bullish,S2_NY: 5m retrace → retrace_path,2024-01-31 14:44:00+00:00,17250.053,17249.803,17318.964,17359.989,,-1.0,2024-01-31 14:45:00+00:00,17249.803,stop_before_tp1
NSXUSD,2024-02-01,1,bearish,S1_NY: 5m retrace → retrace_path,2024-02-01 15:09:00+00:00,17258.62,17258.87,17176.189,,,-1.0,2024-02-01 15:10:00+00:00,17258.87,stop_before_tp1
NSXUSD,2024-02-01,2,bearish,S2_NY: 5m retrace → retrace_path,2024-02-01 15:09:00+00:00,17258.62,17258.87,17176.189,,,-1.0,2024-02-01 15:10:00+00:00,17258.87,stop_before_tp1
