symbol,day,scenario,bias,recipe,entry_time_utc,entry_price,stop,tp1,tp2,tp3
SPXUSD,2023-05-03,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-05-03 14:25:00+00:00,4126.753,4127.962,4121.723,,
NSXUSD,2023-05-04,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-05-04 14:15:00+00:00,13020.169,13009.409,13091.989,13099.019,
NSXUSD,2023-05-05,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-05-05 13:55:00+00:00,13054.279,13071.349,13020.119,13008.809,
NSXUSD,2023-05-09,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-05-09 14:18:00+00:00,13208.649,13204.129,13238.889,13273.397,13281.857
NSXUSD,2023-05-11,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-05-11 14:25:00+00:00,13356.379,13351.039,13370.749,13401.099,
SPXUSD,2023-05-16,3,bearish,S3_NY: 5m retrace + 1m BOS,2023-05-16 14:10:00+00:00,4123.792,4126.272,4121.312000000001,,
SPXUSD,2023-05-17,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-05-17 14:16:00+00:00,4127.331,4127.622,4124.407,4108.554,
SPXUSD,2023-05-19,3,bullish,S3_NY: 5m retrace + 1m BOS,2023-05-19 13:40:00+00:00,4211.769,4209.284,4212.276,,
SPXUSD,2023-05-23,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-05-23 13:43:00+00:00,4185.012,4182.032,4187.991999999999,4199.069,4209.919
SPXUSD,2023-05-25,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-05-25 14:10:00+00:00,4152.367,4155.62,4138.477,4124.531,4121.11
SPXUSD,2023-05-29,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-05-29 14:10:00+00:00,4214.726,4213.729,4215.732,4223.976,4229.527
NSXUSD,2023-05-30,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-05-30 14:20:00+00:00,14488.289,14495.169,14442.619,14353.559,14338.519
SPXUSD,2023-05-31,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-05-31 13:49:00+00:00,4186.449,4186.442,4188.237,4198.999,4207.927
NSXUSD,2023-06-06,1,bullish,S1_NY: 5m retrace + 1m BOS,2023-06-06 14:18:00+00:00,14548.659,14542.249,14578.287,14582.549,
SPXUSD,2023-06-08,1,bearish,S1_NY: 5m retrace + 1m BOS,2023-06-08 13:52:00+00:00,4270.046,4271.286,4262.771,4258.781,4256.737
NSXUSD,2023-06-12,3,bearish,S3_NY: 5m retrace + 1m BOS,2023-06-12 14:15:00+00:00,14611.059,14621.119,14600.998999999998,14577.619,14539.729
