symbol,day,scenario,bias,recipe,entry_time_utc,entry_price,stop,tp1,tp2,tp3,diag_smt_block,diag_empty_data,diag_vol_floor,diag_gap,diag_no_obbr,diag_eq_fail,diag_no_bos,diag_disp_fail,diag_timebox,diag_choppy,diag_rr1,atr_open,pnl_R,exit_time_utc,exit_price,exit_reason
SPXUSD,2023-01-03,2,bearish,S2_NY: BOS displacement,2023-01-03 14:52:00+00:00,3839.616,3866.128,3813.104,,,,,,,,,,,,,,,0.5,2023-01-03 21:00:00+00:00,3839.616,timeout
SPXUSD,2023-01-04,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-01-05,2,bullish,S2_NY: BOS displacement,2023-01-05 14:51:00+00:00,10767.259,10758.749,10839.799,10948.079,,,,,,,,,,,,,,-1.0,2023-01-05 14:52:00+00:00,10758.749,stop_before_tp1
SPXUSD,2023-01-06,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-01-09,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-01-10,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-01-11,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-01-12,2,bearish,S2_NY: BOS displacement,2023-01-12 15:43:00+00:00,3970.443,3973.426,3936.67,,,,,,,,,,,,,,,-1.0,2023-01-12 15:55:00+00:00,3973.426,stop_before_tp1
NSXUSD,2023-01-13,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-01-16,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-01-17,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-01-18,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-01-19,2,bullish,S2_NY: BOS displacement,2023-01-19 16:08:00+00:00,11296.489,11289.319,11379.649,11406.059,11407.739,,,,,,,,,,,,,-1.0,2023-01-19 16:20:00+00:00,11289.319,stop_before_tp1
NSXUSD,2023-01-24,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-01-25,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-01-26,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-01-27,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-01-30,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-01-31,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-02-01,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-02-02,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-02-03,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-02-06,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-02-08,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-02-09,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-02-10,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-02-13,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-02-14,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-02-16,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-02-17,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-02-22,2,bearish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-02-23,2,bearish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-02-24,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-02-27,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-02-28,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-03-01,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-03-02,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-03-03,2,bearish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-03-06,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-03-07,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-03-08,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-03-09,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-03-09,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-03-10,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-03-13,2,bullish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-03-14,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-03-15,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-03-16,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-03-17,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-03-20,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-03-21,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-03-22,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-03-23,2,bearish,S2_NY: BOS displacement,2023-03-23 14:56:00+00:00,3995.177,3995.427,3976.614,3951.879,3941.529,,,,,,,,,,,,,-1.0,2023-03-23 14:57:00+00:00,3995.427,stop_before_tp1
NSXUSD,2023-03-24,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-03-27,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-03-27,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-03-28,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-03-29,2,bearish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6809999999999425,0.0,,,bad_entry_ts
SPXUSD,2023-03-30,2,bearish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-03-31,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-04-03,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-04-03,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-04-04,2,bearish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6580714285713449,0.0,,,bad_entry_ts
NSXUSD,2023-04-05,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-04-06,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-04-10,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-04-11,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-04-12,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-04-13,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-04-14,2,bullish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-04-17,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-04-18,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-04-19,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-04-20,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-04-21,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-04-24,2,bearish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-04-25,2,bullish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-04-26,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-04-27,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-04-28,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-05-01,2,bearish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-05-02,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-05-03,2,bearish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-05-05,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-05-08,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-05-09,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-05-10,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-05-12,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-05-15,2,bearish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-05-16,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-05-17,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-05-17,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-05-18,2,bearish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6621428571428234,0.0,,,bad_entry_ts
NSXUSD,2023-05-19,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-05-22,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-05-23,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-05-24,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-05-25,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-05-26,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-05-29,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-05-30,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-05-31,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-06-01,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-06-02,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-06-07,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-06-08,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-06-09,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-06-12,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-06-13,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-06-14,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-06-15,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-06-16,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-06-19,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-06-20,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-06-22,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-06-23,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-06-26,2,bullish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-06-27,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-06-28,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-06-28,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-06-29,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-06-30,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-07-03,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-07-05,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-07-06,2,bullish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-07-07,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2023-07-10,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-07-11,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-07-12,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2023-07-13,2,bearish,S2_NY: BOS displacement,2023-07-13 13:49:00+00:00,4488.593,4488.843,4483.64,4481.676,4477.406,,,,,,,,,,,,,-1.0,2023-07-13 13:50:00+00:00,4488.843,stop_before_tp1
