symbol,day,scenario,bias,recipe,entry_time_utc,entry_price,stop,tp1,tp2,tp3,diag_smt_block,diag_empty_data,diag_vol_floor,diag_gap,diag_no_obbr,diag_eq_fail,diag_no_bos,diag_disp_fail,diag_timebox,diag_choppy,diag_rr1,atr_open,pnl_R,exit_time_utc,exit_price,exit_reason
NSXUSD,2024-09-02,2,bullish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.969571428571466,0.0,,,bad_entry_ts
SPXUSD,2024-09-03,2,bullish,S2_NY: BOS displacement,2024-09-03 14:19:00+00:00,5615.879,5615.629,5622.927,5649.814,5653.434,,,,,,,,,,,,,-1.0,2024-09-03 14:20:00+00:00,5615.629,stop_before_tp1
NSXUSD,2024-09-05,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-09-06,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-09-09,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-09-10,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-09-12,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-09-13,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-09-16,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-09-16,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-09-17,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-09-18,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-09-19,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-09-20,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-09-23,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-09-24,2,bearish,S2_NY: BOS displacement,2024-09-24 14:29:00+00:00,5727.097,5727.347,5719.447,5715.962,5708.354,,,,,,,,,,,,,-1.0,2024-09-24 14:30:00+00:00,5727.347,stop_before_tp1
NSXUSD,2024-09-25,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-09-26,2,bearish,S2_NY: BOS displacement,2024-09-26 14:21:00+00:00,5770.303,5770.823,5762.62,5760.021,5724.287,,,,,,,,,,,,,34.45385,2024-09-26 18:19:00+00:00,5723.372,all_tps_hit
NSXUSD,2024-09-27,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-09-30,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-10-01,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-10-03,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-10-04,2,bearish,S2_NY: BOS displacement,2024-10-04 16:14:00+00:00,5715.514,5717.287903571429,5701.516,5697.823,5693.377,,,,,,,,,,,,,-1.0,2024-10-04 16:17:00+00:00,5717.287903571429,stop_before_tp1
NSXUSD,2024-10-07,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-10-08,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-10-09,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-10-09,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-10-10,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-10-11,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-10-14,2,bearish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5517857142856754,0.0,,,bad_entry_ts
NSXUSD,2024-10-15,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-10-17,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-10-18,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-10-21,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-10-22,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-10-23,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-10-24,2,bearish,S2_NY: BOS displacement,2024-10-24 14:21:00+00:00,5824.814,5825.469,5822.354,5811.997,5800.607,,,,,,,,,,,,,16.00916,2024-10-24 16:39:00+00:00,5800.463,all_tps_hit
SPXUSD,2024-10-25,2,bearish,S2_NY: BOS displacement,2024-10-25 14:24:00+00:00,5835.626,5835.876,5827.617,5813.126,5807.876,,,,,,,,,,,,,-1.0,2024-10-25 14:30:00+00:00,5835.876,stop_before_tp1
SPXUSD,2024-10-28,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-10-28,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-10-29,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-10-30,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-11-01,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-11-04,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-11-05,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-11-07,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-11-08,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-11-11,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-11-12,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-11-13,2,bearish,S2_NY: BOS displacement,2024-11-13 16:04:00+00:00,5985.702,5986.977828571429,5965.383,,,,,,,,,,,,,,,-1.0,2024-11-13 16:08:00+00:00,5986.977828571429,stop_before_tp1
SPXUSD,2024-11-14,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-11-15,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-11-18,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-11-19,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-11-20,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-11-21,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-11-22,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-11-25,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-11-26,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-11-27,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-11-28,2,bearish,S2_NY: diagnostics (ATR floor),,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4220714285713386,0.0,,,bad_entry_ts
SPXUSD,2024-11-29,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-11-29,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-12-02,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-12-03,2,bullish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-12-04,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-12-06,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-12-09,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-12-10,2,bearish,S2_NY: diagnostics (SMT blocked),,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-12-11,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-12-12,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-12-13,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-12-16,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-12-17,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-12-18,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-12-18,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-12-19,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-12-20,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-12-23,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-12-24,2,bearish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-12-26,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-12-27,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
NSXUSD,2024-12-30,2,bullish,S2_NY: diagnostics (no valid candidates),,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,,,bad_entry_ts
SPXUSD,2024-12-31,2,bearish,S2_NY: BOS displacement,2024-12-31 15:33:00+00:00,5912.656,5916.816,5905.227,5899.856,5897.457,,,,,,,,,,,,,-1.0,2024-12-31 15:36:00+00:00,5916.816,stop_before_tp1
