symbol,day,scenario,bias,recipe,entry_time_utc,entry_price,stop,tp1,tp2,tp3,first_hit,exit_price,R_multiple,hit_tp1,hit_tp2,hit_tp3,ts_tp1,ts_tp2,ts_tp3,be_triggered,ts_be
SPXUSD,2024-02-14,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-02-14 14:49:00+00:00,4977.734,4979.327,4969.244,4961.577,4951.003,stop,4979.327,-1.0,0,0,0,,,,0,
SPXUSD,2024-02-16,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-02-16 14:56:00+00:00,5007.437,5006.237,5028.832,5042.91,,stop,5006.237,-1.0,0,0,0,,,,0,
NSXUSD,2024-02-21,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-02-21 14:52:00+00:00,17409.743,17389.975,17454.689,17519.199,17525.998,tp1,17454.689,2.2736746256576206,1,0,0,2024-02-21 16:04:00+01:00,,,1,2024-02-21 16:04:00+01:00
NSXUSD,2024-02-23,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-02-23 14:51:00+00:00,18057.31,18093.831,18047.553,17948.643,,tp1,18047.553,0.2671613592180451,1,0,0,2024-02-23 15:56:00+01:00,,,1,2024-02-23 15:56:00+01:00
SPXUSD,2024-02-26,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-02-26 14:56:00+00:00,5091.626,5093.393,5086.331,5079.331,5077.1,stop,5093.393,-1.0,0,0,0,,,,0,
SPXUSD,2024-02-28,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-02-28 14:48:00+00:00,5065.717,5063.176,5069.022,5074.206,5080.007,stop,5063.176,-1.0,0,0,0,,,,0,
SPXUSD,2024-02-29,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-02-29 14:57:00+00:00,5092.464,5094.777,5088.961,5051.47,,stop,5094.777,-1.0,0,0,0,,,,0,
SPXUSD,2024-03-05,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-03-05 14:51:00+00:00,5104.312,5102.777,5110.302,5121.747,5126.447,stop,5102.777,-1.0,0,0,0,,,,0,
NSXUSD,2024-03-07,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-03-07 14:40:00+00:00,18170.642,18202.409,18144.099,17892.053,,tp1,18144.099,0.8355526174961951,1,0,0,2024-03-07 15:44:00+01:00,,,1,2024-03-07 15:44:00+01:00
SPXUSD,2024-03-08,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-03-08 15:10:00+00:00,5184.763,5188.987,5156.427,5137.844,,tp1,5156.427,6.708333333333136,1,0,0,2024-03-08 17:28:00+01:00,,,1,2024-03-08 17:28:00+01:00
NSXUSD,2024-03-12,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-03-12 15:04:00+00:00,18145.275,18169.998,18100.189,17914.443,,stop,18169.998,-1.0,0,0,0,,,,0,
NSXUSD,2024-03-13,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-03-13 14:42:00+00:00,18106.919,18075.676,18107.931,18245.475,,tp1,18106.919,0.01619562782061158,1,0,0,2024-03-13 15:42:00+01:00,,,1,2024-03-13 15:42:00+01:00
NSXUSD,2024-03-18,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-03-18 14:50:00+00:00,18109.92,18134.465,18103.498,17893.186,17817.697,tp1,18103.498,0.26164188225700413,1,0,0,2024-03-18 15:54:00+01:00,,,1,2024-03-18 15:54:00+01:00
SPXUSD,2024-03-21,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-03-21 14:45:00+00:00,5257.717,5259.699,5247.273,5240.511,5237.511,stop,5259.699,-1.0,0,0,0,,,,0,
SPXUSD,2024-03-27,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-03-27 14:42:00+00:00,5219.611,5222.177,5217.111,5216.123,,stop,5222.177,-1.0,0,0,0,,,,0,
NSXUSD,2024-04-02,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-04-02 14:30:00+00:00,18079.643,18059.965,18204.899,18301.086,,stop,18059.965,-1.0,0,0,0,,,,0,
SPXUSD,2024-04-03,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-04-03 14:10:00+00:00,5196.632,5200.617,5193.611,,,tp1,5193.611,0.7580928481804993,1,0,0,2024-04-03 16:18:00+02:00,,,0,
NSXUSD,2024-04-05,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-04-05 13:46:00+00:00,17971.298,17996.354,17859.219,,,stop,17996.354,-1.0,0,0,0,,,,0,
SPXUSD,2024-04-09,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-04-09 14:05:00+00:00,5216.334,5217.627,5213.859,5196.741,,stop,5217.627,-1.0,0,0,0,,,,0,
NSXUSD,2024-04-10,3,bearish,S3_NY: 5m retrace + 1m BOS,2024-04-10 13:50:00+00:00,17914.231,17937.798,17865.886,,,stop,17937.798,-1.0,0,0,0,,,,0,
SPXUSD,2024-04-15,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-04-15 13:50:00+00:00,5159.87,5163.427,5146.361,5142.614,5124.364,stop,5163.427,-1.0,0,0,0,,,,0,
SPXUSD,2024-04-16,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-04-16 13:46:00+00:00,5076.177,5077.632,5061.614,5045.873,5039.512,tp1,5061.614,10.00893470790435,1,0,0,2024-04-16 16:30:00+02:00,,,1,2024-04-16 16:30:00+02:00
SPXUSD,2024-04-17,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-04-17 13:45:00+00:00,5064.376,5068.62,5060.382,5034.629,,stop,5068.62,-1.0,0,0,0,,,,0,
SPXUSD,2024-04-22,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-04-22 13:53:00+00:00,4994.929,4996.411,4985.727,4978.423,4971.617,stop,4996.411,-1.0,0,0,0,,,,0,
SPXUSD,2024-04-23,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-04-23 14:02:00+00:00,5027.347,5027.626,5015.0,5005.937,5000.994,stop,5027.626,-1.0,0,0,0,,,,0,
NSXUSD,2024-04-24,3,bullish,S3_NY: 5m retrace + 1m BOS,2024-04-24 14:11:00+00:00,17564.719,17559.32,17612.598,,,stop,17559.32,-1.0,0,0,0,,,,0,
NSXUSD,2024-04-26,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-04-26 14:00:00+00:00,17614.864,17571.31,17688.498,,,stop,17571.31,-1.0,0,0,0,,,,0,
SPXUSD,2024-04-30,3,bearish,S3_NY: 5m retrace + 1m BOS,2024-04-30 13:50:00+00:00,5093.753,5095.327,5089.497,,,stop,5095.327,-1.0,0,0,0,,,,0,
NSXUSD,2024-05-02,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-05-02 13:46:00+00:00,17496.175,17503.598,17446.553,17407.075,17378.121,tp1,17446.553,6.684898289099105,1,0,0,2024-05-02 16:09:00+02:00,,,1,2024-05-02 16:09:00+02:00
SPXUSD,2024-05-03,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-05-03 13:46:00+00:00,5119.487,5126.537,5075.417,5072.406,,stop,5126.537,-1.0,0,0,0,,,,0,
SPXUSD,2024-05-06,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-05-06 13:41:00+00:00,5150.123,5151.617,5149.626,5130.961,5128.97,tp1,5149.626,0.3326639892899534,1,0,0,2024-05-06 15:44:00+02:00,,,1,2024-05-06 15:44:00+02:00
SPXUSD,2024-05-07,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-05-07 13:57:00+00:00,5185.111,5185.907,5179.114,5176.307,5175.592,stop,5185.907,-1.0,0,0,0,,,,0,
SPXUSD,2024-05-08,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-05-08 13:58:00+00:00,5168.484,5166.494,5170.211,5192.134,,stop,5166.494,-1.0,0,0,0,,,,0,
NSXUSD,2024-05-09,3,bullish,S3_NY: 5m retrace + 1m BOS,2024-05-09 14:05:00+00:00,18101.71,18080.819,18122.601,,,stop,18080.819,-1.0,0,0,0,,,,0,
SPXUSD,2024-05-13,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-05-13 14:00:00+00:00,5235.126,5236.427,5230.864,5225.117,5217.111,stop,5236.427,-1.0,0,0,0,,,,0,
NSXUSD,2024-05-14,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-05-14 14:00:00+00:00,18158.119,18180.721,18075.898,,,stop,18180.721,-1.0,0,0,0,,,,0,
NSXUSD,2024-05-15,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-05-15 13:57:00+00:00,18407.786,18421.399,18300.053,18294.731,,stop,18421.399,-1.0,0,0,0,,,,0,
NSXUSD,2024-05-16,3,bearish,S3_NY: 5m retrace + 1m BOS,2024-05-16 14:05:00+00:00,18593.942,18601.489,18592.232,,,tp1,18592.232,0.22658009805202145,1,0,0,2024-05-16 16:06:00+02:00,,,0,
NSXUSD,2024-05-17,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-05-17 13:46:00+00:00,18583.253,18589.009,18574.876,18523.809,,stop,18589.009,-1.0,0,0,0,,,,0,
SPXUSD,2024-05-20,3,bearish,S3_NY: 5m retrace + 1m BOS,2024-05-20 14:05:00+00:00,5306.177,5309.382,5305.882,,,tp1,5305.882,0.09204368174729469,1,0,0,2024-05-20 16:05:00+02:00,,,0,
SPXUSD,2024-05-23,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-05-23 13:56:00+00:00,5347.029,5349.077,5347.014,5332.023,5315.17,tp1,5347.014,0.007324218750160679,1,0,0,2024-05-23 15:57:00+02:00,,,1,2024-05-23 15:57:00+02:00
SPXUSD,2024-05-24,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-05-24 13:52:00+00:00,5283.132,5287.379,5277.779,5269.08,5268.461,stop,5287.379,-1.0,0,0,0,,,,0,
NSXUSD,2024-05-29,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-05-29 13:50:00+00:00,18716.199,18708.343,18767.475,18820.389,18880.199,stop,18708.343,-1.0,0,0,0,,,,0,
NSXUSD,2024-05-30,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-05-30 13:47:00+00:00,18717.131,18720.876,18675.998,18595.908,,stop,18720.876,-1.0,0,0,0,,,,0,
SPXUSD,2024-05-31,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-05-31 13:59:00+00:00,5252.632,5255.677,5233.867,5215.111,,tp1,5233.867,6.162561576354341,1,0,0,2024-05-31 17:01:00+02:00,,,1,2024-05-31 17:01:00+02:00
SPXUSD,2024-06-03,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-06-03 13:51:00+00:00,5292.87,5294.37,5280.882,,,stop,5294.37,-1.0,0,0,0,,,,0,
SPXUSD,2024-06-06,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-06-06 13:45:00+00:00,5352.583,5346.844,5358.81,,,tp1,5358.81,1.0850322355813258,1,0,0,2024-06-06 16:39:00+02:00,,,0,
SPXUSD,2024-06-07,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-06-07 13:50:00+00:00,5331.382,5318.879,5360.047,5361.626,5361.677,tp1,5360.047,2.2926497640566783,1,1,1,2024-06-07 17:39:00+02:00,2024-06-07 17:39:00+02:00,2024-06-07 17:39:00+02:00,1,2024-06-07 17:39:00+02:00
SPXUSD,2024-06-10,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-06-10 14:15:00+00:00,5337.773,5335.764,5344.532,5346.827,5350.032,stop,5335.764,-1.0,0,0,0,,,,0,
NSXUSD,2024-06-11,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-06-11 13:40:00+00:00,19022.41,19012.242,19032.921,19078.889,,stop,19012.242,-1.0,0,0,0,,,,0,
SPXUSD,2024-06-12,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-06-12 13:41:00+00:00,5415.599,5418.84,5381.43,5376.771,5371.486,stop,5418.84,-1.0,0,0,0,,,,0,
SPXUSD,2024-06-13,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-06-13 13:59:00+00:00,5435.224,5436.232,5429.801,5419.09,,stop,5436.232,-1.0,0,0,0,,,,0,
NSXUSD,2024-06-25,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-06-25 13:40:00+00:00,19557.676,19565.189,19536.821,19458.642,,stop,19565.189,-1.0,0,0,0,,,,0,
SPXUSD,2024-06-26,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-06-26 13:51:00+00:00,5461.284,5460.524,5466.12,5486.192,,stop,5460.524,-1.0,0,0,0,,,,0,
SPXUSD,2024-07-04,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-07-04 13:43:00+00:00,5538.614,5538.629,5537.364,5532.311,5529.876,stop,5538.629,-1.0,0,0,0,,,,0,
SPXUSD,2024-07-08,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-07-08 13:56:00+00:00,5570.861,5571.129,5569.617,5555.62,5555.364,stop,5571.129,-1.0,0,0,0,,,,0,
SPXUSD,2024-07-10,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-07-10 13:45:00+00:00,5590.961,5592.197,5590.72,5576.48,,tp1,5590.961,0.09749190938511713,1,0,0,2024-07-10 15:47:00+02:00,,,1,2024-07-10 15:47:00+02:00
SPXUSD,2024-07-17,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-07-17 13:44:00+00:00,5610.736,5609.767,5617.14,5653.687,5666.306,stop,5609.767,-1.0,0,0,0,,,,0,
SPXUSD,2024-07-18,3,bullish,S3_NY: 5m retrace + 1m BOS,2024-07-18 13:54:00+00:00,5605.247,5602.49,5605.427,5614.58,,tp1,5605.247,0.03264417845472394,1,0,0,2024-07-18 15:55:00+02:00,,,1,2024-07-18 15:55:00+02:00
NSXUSD,2024-07-22,3,bearish,S3_NY: 5m retrace + 1m BOS,2024-07-22 13:46:00+00:00,19740.108,19752.464,19737.819,19579.965,19541.187,tp1,19737.819,0.18525412754942638,1,0,0,2024-07-22 15:47:00+02:00,,,1,2024-07-22 15:47:00+02:00
SPXUSD,2024-07-24,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-07-24 13:58:00+00:00,5502.919,5500.854,5507.841,5527.534,5539.572,tp1,5507.841,2.3835351089595322,1,0,0,2024-07-24 16:30:00+02:00,,,1,2024-07-24 16:30:00+02:00
SPXUSD,2024-07-30,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-07-30 13:57:00+00:00,5474.524,5475.78,5472.3,5459.911,5441.684,stop,5475.78,-1.0,0,0,0,,,,0,
SPXUSD,2024-08-06,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-08-06 13:51:00+00:00,5213.177,5206.521,5246.997,5266.937,5275.932,stop,5206.521,-1.0,0,0,0,,,,0,
NSXUSD,2024-08-07,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-08-07 13:45:00+00:00,18326.52,18341.543,18269.319,18110.642,17936.431,stop,18341.543,-1.0,0,0,0,,,,0,
SPXUSD,2024-08-08,3,bearish,S3_NY: 5m retrace + 1m BOS,2024-08-08 13:55:00+00:00,5242.46,5245.037,5229.593,5175.791,5155.574,stop,5245.037,-1.0,0,0,0,,,,0,
NSXUSD,2024-08-09,3,bearish,S3_NY: 5m retrace + 1m BOS,2024-08-09 13:46:00+00:00,18325.154,18342.009,18282.699,,,stop,18342.009,-1.0,0,0,0,,,,0,
SPXUSD,2024-08-13,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-08-13 14:00:00+00:00,5377.87,5378.121,5364.046,5346.311,5342.664,stop,5378.121,-1.0,0,0,0,,,,0,
SPXUSD,2024-08-15,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-08-15 14:05:00+00:00,5503.521,5505.772,5461.2,5446.873,,stop,5505.772,-1.0,0,0,0,,,,0,
SPXUSD,2024-08-16,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-08-16 13:55:00+00:00,5516.827,5512.761,5527.827,5559.327,,tp1,5527.827,2.7053615346779467,1,0,0,2024-08-16 16:30:00+02:00,,,1,2024-08-16 16:30:00+02:00
SPXUSD,2024-08-21,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-08-21 13:46:00+00:00,5608.433,5609.727,5607.431,5596.451,5594.57,tp1,5608.433,0.38717156105120126,1,0,0,2024-08-21 15:51:00+02:00,,,1,2024-08-21 15:51:00+02:00
SPXUSD,2024-08-22,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-08-22 14:14:00+00:00,5632.19,5635.291,5624.707,5614.147,5609.173,stop,5635.291,-1.0,0,0,0,,,,0,
SPXUSD,2024-08-23,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-08-23 14:00:00+00:00,5608.134,5609.197,5601.634,5590.39,5579.016,stop,5609.197,-1.0,0,0,0,,,,0,
NSXUSD,2024-08-27,3,bearish,S3_NY: 5m retrace + 1m BOS,2024-08-27 14:02:00+00:00,19440.497,19455.789,19431.065,,,tp1,19431.065,0.6167930944284533,1,0,0,2024-08-27 16:04:00+02:00,,,0,
NSXUSD,2024-08-29,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-08-29 13:50:00+00:00,19410.876,19420.399,19354.899,19244.208,19076.886,stop,19420.399,-1.0,0,0,0,,,,0,
SPXUSD,2024-09-03,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-09-03 13:45:00+00:00,5621.882,5620.367,5622.927,5652.377,5655.567,stop,5620.367,-1.0,0,0,0,,,,0,
SPXUSD,2024-09-05,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-09-05 13:55:00+00:00,5512.153,5506.922,5522.377,5528.297,,tp1,5522.377,1.9545020072641632,1,0,0,2024-09-05 16:31:00+02:00,,,1,2024-09-05 16:31:00+02:00
NSXUSD,2024-09-12,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-09-12 13:46:00+00:00,19254.697,19262.186,19222.621,,,stop,19262.186,-1.0,0,0,0,,,,0,
SPXUSD,2024-09-18,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-09-18 13:53:00+00:00,5642.86,5645.611,5636.466,5633.453,,tp1,5636.466,2.3242457288254634,1,1,0,2024-09-18 16:30:00+02:00,2024-09-18 16:31:00+02:00,,1,2024-09-18 16:30:00+02:00
NSXUSD,2024-09-19,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-09-19 13:46:00+00:00,19752.964,19773.189,19732.739,19622.775,19401.608,stop,19773.189,-1.0,0,0,0,,,,0,
SPXUSD,2024-09-26,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-09-26 13:56:00+00:00,5768.804,5770.582,5762.62,5757.05,5723.604,stop,5770.582,-1.0,0,0,0,,,,0,
SPXUSD,2024-09-30,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-09-30 13:42:00+00:00,5722.367,5721.62,5725.117,5740.879,5745.914,stop,5721.62,-1.0,0,0,0,,,,0,
NSXUSD,2024-10-02,3,bullish,S3_NY: 5m retrace + 1m BOS,2024-10-02 13:50:00+00:00,19786.653,19776.02,19799.043,,,stop,19776.02,-1.0,0,0,0,,,,0,
SPXUSD,2024-10-04,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-10-04 14:18:00+00:00,5748.061,5748.326,5715.314,5693.814,5691.561,stop,5748.326,-1.0,0,0,0,,,,0,
SPXUSD,2024-10-08,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-10-08 14:11:00+00:00,5717.872,5718.733,5715.396,5688.354,5676.757,stop,5718.733,-1.0,0,0,0,,,,0,
SPXUSD,2024-10-09,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-10-09 13:40:00+00:00,5748.929,5749.947,5747.499,5732.124,,tp1,5747.499,1.404715127701621,1,0,0,2024-10-09 15:41:00+02:00,,,1,2024-10-09 15:41:00+02:00
NSXUSD,2024-10-10,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-10-10 13:54:00+00:00,20169.52,20157.087,20274.298,,,stop,20157.087,-1.0,0,0,0,,,,0,
NSXUSD,2024-10-11,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-10-11 14:20:00+00:00,20182.998,20176.32,20232.921,20250.343,20285.199,stop,20176.32,-1.0,0,0,0,,,,0,
SPXUSD,2024-10-14,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-10-14 14:26:00+00:00,5831.132,5831.632,5824.117,5810.611,5804.629,stop,5831.632,-1.0,0,0,0,,,,0,
SPXUSD,2024-10-17,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-10-17 13:40:00+00:00,5871.474,5874.18,5866.519,5834.647,5826.092,tp1,5871.474,0.915558019216498,1,0,0,2024-10-17 15:45:00+02:00,,,1,2024-10-17 15:45:00+02:00
NSXUSD,2024-10-18,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-10-18 13:40:00+00:00,20308.92,20318.986,20291.532,20232.02,20156.064,stop,20318.986,-1.0,0,0,0,,,,0,
NSXUSD,2024-10-22,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-10-22 13:52:00+00:00,20216.419,20201.298,20285.253,20328.689,20382.843,tp1,20285.253,4.552212155279815,1,0,0,2024-10-22 16:42:00+02:00,,,1,2024-10-22 16:42:00+02:00
SPXUSD,2024-10-25,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-10-25 14:05:00+00:00,5834.129,5834.376,5827.617,5811.364,5807.114,stop,5834.376,-1.0,0,0,0,,,,0,
NSXUSD,2024-10-28,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-10-28 15:16:00+00:00,20413.664,20427.889,20389.82,20386.543,,tp1,20389.82,1.6762038664325765,1,0,0,2024-10-28 16:35:00+01:00,,,1,2024-10-28 16:35:00+01:00
NSXUSD,2024-11-04,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-11-04 14:45:00+00:00,20005.675,19919.12,20022.064,20092.099,20127.475,tp1,20005.675,0.09467390676448015,1,0,0,2024-11-04 16:00:00+01:00,,,1,2024-11-04 16:00:00+01:00
SPXUSD,2024-11-05,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-11-05 14:50:00+00:00,5744.127,5746.863,5719.222,5714.724,5705.847,stop,5746.863,-1.0,0,0,0,,,,0,
SPXUSD,2024-11-08,3,bullish,S3_NY: 5m retrace + 1m BOS,2024-11-08 14:45:00+00:00,5979.611,5977.111,5982.879,,,tp1,5982.879,1.3072000000000117,1,0,0,2024-11-08 15:47:00+01:00,,,0,
NSXUSD,2024-11-13,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-11-13 14:45:00+00:00,21054.864,21075.61,21035.82,21005.219,20991.943,tp1,21035.82,0.9179600886919135,1,0,0,2024-11-13 15:49:00+01:00,,,1,2024-11-13 15:49:00+01:00
NSXUSD,2024-11-14,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-11-14 14:40:00+00:00,21026.587,21064.176,21002.642,,,tp1,21002.642,0.6370214690467888,1,0,0,2024-11-14 15:41:00+01:00,,,0,
NSXUSD,2024-11-15,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-11-15 14:45:00+00:00,20600.008,20582.598,20669.597,20760.797,20850.699,stop,20582.598,-1.0,0,0,0,,,,0,
NSXUSD,2024-11-18,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-11-18 14:49:00+00:00,20432.709,20429.653,20492.309,20553.265,20561.889,stop,20429.653,-1.0,0,0,0,,,,0,
SPXUSD,2024-11-20,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-11-20 14:52:00+00:00,5896.67,5891.731,5917.743,5934.409,,stop,5891.731,-1.0,0,0,0,,,,0,
NSXUSD,2024-11-21,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-11-21 14:52:00+00:00,20638.364,20696.831,20544.975,20511.508,,tp1,20544.975,1.5972942001472246,1,0,0,2024-11-21 16:01:00+01:00,,,1,2024-11-21 16:01:00+01:00
SPXUSD,2024-11-22,3,bullish,S3_NY: 5m retrace + 1m BOS,2024-11-22 14:56:00+00:00,5969.127,5958.127,5972.573,,,stop,5958.127,-1.0,0,0,0,,,,0,
SPXUSD,2024-11-25,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-11-25 14:46:00+00:00,6015.667,6020.682,6000.417,5990.861,5988.876,tp1,6000.417,3.040877367896664,1,0,0,2024-11-25 15:52:00+01:00,,,1,2024-11-25 15:52:00+01:00
SPXUSD,2024-11-26,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-11-26 14:53:00+00:00,6002.729,6004.726,5996.554,5977.789,5956.787,stop,6004.726,-1.0,0,0,0,,,,0,
SPXUSD,2024-12-02,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-12-02 14:55:00+00:00,6037.261,6042.077,6036.276,6021.526,6019.414,tp1,6036.276,0.20452657807321892,1,0,0,2024-12-02 15:55:00+01:00,,,1,2024-12-02 15:55:00+01:00
SPXUSD,2024-12-03,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-12-03 15:00:00+00:00,6044.969,6040.397,6047.526,6052.736,,stop,6040.397,-1.0,0,0,0,,,,0,
NSXUSD,2024-12-04,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-12-04 15:00:00+00:00,21345.064,21388.476,21336.042,21292.075,21262.875,stop,21388.476,-1.0,0,0,0,,,,0,
SPXUSD,2024-12-06,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-12-06 14:53:00+00:00,6097.261,6098.327,6081.887,6065.631,,stop,6098.327,-1.0,0,0,0,,,,0,
NSXUSD,2024-12-09,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-12-09 14:59:00+00:00,21581.643,21579.943,21605.564,21662.21,,stop,21579.943,-1.0,0,0,0,,,,0,
SPXUSD,2024-12-12,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-12-12 14:51:00+00:00,6068.956,6067.254,6075.244,6078.322,6078.804,stop,6067.254,-1.0,0,0,0,,,,0,
SPXUSD,2024-12-13,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-12-13 14:52:00+00:00,6073.551,6077.819,6064.804,6060.989,6052.182,tp1,6064.804,2.0494376757263915,1,0,0,2024-12-13 16:01:00+01:00,,,1,2024-12-13 16:01:00+01:00
SPXUSD,2024-12-17,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-12-17 14:48:00+00:00,6053.433,6044.531,6056.457,6064.197,6073.446,stop,6044.531,-1.0,0,0,0,,,,0,
SPXUSD,2024-12-18,3,bearish,S3_NY: 5m retrace + 1m BOS,2024-12-18 14:41:00+00:00,6042.441,6044.196,6039.897,,,stop,6044.196,-1.0,0,0,0,,,,0,
SPXUSD,2024-12-19,1,bearish,S1_NY: 5m retrace + 1m BOS,2024-12-19 14:43:00+00:00,5922.981,5933.923,5904.1,5882.931,5865.481,tp1,5904.1,1.7255529153719056,1,0,0,2024-12-19 15:55:00+01:00,,,1,2024-12-19 15:55:00+01:00
SPXUSD,2024-12-27,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-12-27 14:51:00+00:00,5997.89,5985.111,5999.126,6023.382,6039.879,stop,5985.111,-1.0,0,0,0,,,,0,
NSXUSD,2024-12-30,1,bullish,S1_NY: 5m retrace + 1m BOS,2024-12-30 14:55:00+00:00,21125.499,21098.186,21204.586,21452.498,21501.199,stop,21098.186,-1.0,0,0,0,,,,0,
