day,symbol,scenario,bias,entry_time_utc,pnl_R,events
2024-05-13,SPXUSD,1,bearish,2024-05-13 13:34:00+00:00,0.0,STOP@2024-05-13 13:34:00+00:00
2024-05-23,NSXUSD,1,bearish,2024-05-23 13:35:00+00:00,0.0,STOP@2024-05-23 13:35:00+00:00
2024-05-29,NSXUSD,1,bullish,2024-05-29 13:37:00+00:00,0.0,STOP@2024-05-29 13:37:00+00:00
2024-06-07,SPXUSD,1,bullish,2024-06-07 13:42:00+00:00,0.0,STOP@2024-06-07 13:42:00+00:00
2024-06-12,NSXUSD,1,bearish,2024-06-12 13:43:00+00:00,0.0,STOP@2024-06-12 13:43:00+00:00
2024-06-18,NSXUSD,1,bullish,2024-06-18 13:42:00+00:00,0.0,STOP@2024-06-18 13:42:00+00:00
2024-06-27,NSXUSD,1,bearish,2024-06-27 13:36:00+00:00,0.0,STOP@2024-06-27 13:36:00+00:00
2024-07-10,SPXUSD,1,bearish,2024-07-10 13:34:00+00:00,0.0,STOP@2024-07-10 13:35:00+00:00
2024-07-16,NSXUSD,1,bullish,2024-07-16 13:43:00+00:00,0.0,STOP@2024-07-16 13:43:00+00:00
2024-07-29,NSXUSD,3,bearish,2024-07-29 13:37:00+00:00,0.0,STOP@2024-07-29 13:37:00+00:00
2024-07-31,SPXUSD,1,bearish,2024-07-31 13:34:00+00:00,0.0,STOP@2024-07-31 13:34:00+00:00
2024-08-06,NSXUSD,1,bullish,2024-08-06 13:37:00+00:00,0.0,STOP@2024-08-06 13:37:00+00:00
2024-08-08,SPXUSD,3,bearish,2024-08-08 13:36:00+00:00,0.0,STOP@2024-08-08 13:36:00+00:00
2024-08-14,SPXUSD,1,bearish,2024-08-14 13:38:00+00:00,0.0,STOP@2024-08-14 13:38:00+00:00
2024-09-11,SPXUSD,3,bearish,2024-09-11 13:37:00+00:00,0.0,STOP@2024-09-11 13:37:00+00:00
2024-10-03,SPXUSD,1,bullish,2024-10-03 13:34:00+00:00,0.5,TP1@2024-10-03 13:34:00+00:00 | STOP@2024-10-03 13:35:00+00:00
2024-10-04,SPXUSD,1,bearish,2024-10-04 13:35:00+00:00,0.0,STOP@2024-10-04 13:35:00+00:00
2024-10-09,SPXUSD,1,bearish,2024-10-09 13:37:00+00:00,0.0,STOP@2024-10-09 13:37:00+00:00
2024-10-11,NSXUSD,1,bullish,2024-10-11 13:37:00+00:00,0.0,STOP@2024-10-11 13:37:00+00:00
2024-10-18,NSXUSD,1,bearish,2024-10-18 13:35:00+00:00,0.0,STOP@2024-10-18 13:35:00+00:00
2024-10-22,SPXUSD,1,bullish,2024-10-22 13:36:00+00:00,0.0,STOP@2024-10-22 13:36:00+00:00
2024-11-07,NSXUSD,1,bearish,2024-11-07 14:35:00+00:00,0.0,STOP@2024-11-07 14:35:00+00:00
2024-11-08,SPXUSD,1,bullish,2024-11-08 14:34:00+00:00,0.0,STOP@2024-11-08 14:34:00+00:00
2024-11-27,NSXUSD,1,bullish,2024-11-27 14:35:00+00:00,0.0,STOP@2024-11-27 14:35:00+00:00
2024-11-28,SPXUSD,1,bearish,2024-11-28 14:34:00+00:00,0.0,STOP@2024-11-28 14:34:00+00:00
2024-12-02,NSXUSD,1,bearish,2024-12-02 14:35:00+00:00,0.0,STOP@2024-12-02 14:35:00+00:00
2024-12-06,SPXUSD,1,bearish,2024-12-06 14:34:00+00:00,0.0,STOP@2024-12-06 14:34:00+00:00
2024-12-16,SPXUSD,1,bearish,2024-12-16 14:34:00+00:00,0.0,STOP@2024-12-16 14:34:00+00:00
